person_id,page_number,occupation,entry_type,occupation_norm_proposed,age,sex,family_status_norm,comments
P004349,303,,blank,,40,Мужской,Хозяин,322
P004350,304,,blank,,44,Мужской,Жилец,333
P004351,304,,blank,,35,Женский,Сожительница,334
P004352,304,,blank,,2,Мужской,Незаконнорожденный сын,335 220
P004354,304,,blank,,23,Женский,Жена,337; Женат во Владивостоке
P004355,304,,blank,,1,Мужской,Сын,338
P004356,304,,blank,,60,Мужской,Хозяин,339
P004357,304,,blank,,50,Женский,Жена,340
P004358,304,,blank,,27,Мужской,Совладелец,341
P004360,304,,blank,,52,Женский,Сожительница,343
P004361,304,,blank,,35,Мужской,Работник,В Палеве
P004362,304,,blank,,63,Мужской,Работник,2
P004363,304,,blank,,42,Мужской,Хозяин,346
P004364,304,,blank,,42,Женский,Жена,347
P004365,304,,blank,,60,Мужской,Приемный сын,349
P004366,305,,blank,,60,Мужской,Хозяин,350
P004367,305,,blank,,57,Женский,Жена,351
P004368,305,,blank,,51,Мужской,Хозяин,352
P004369,305,,blank,,42,Женский,Жена,353
P004370,305,,blank,,14,Женский,Дочь,354
P004371,305,,blank,,10,Мужской,Сын,355
P004372,305,,blank,,6,Мужской,Сын,356
P004373,305,,blank,,49,Мужской,Хозяин,357
P004374,305,,blank,,34,Женский,Жена,358
P004375,305,,blank,,17,Мужской,Сын,359
P004376,305,,blank,,5,Женский,Дочь,1
P004377,305,,blank,,2,Мужской,Сын,361
P004378,305,,blank,,39,Мужской,Хозяин,362
P004379,305,,blank,,39,Женский,Сожительница,363
P004380,305,,blank,,10,Женский,Незаконнорожденная дочь,364 221.2
P004381,305,,blank,,7,Женский,Незаконнорожденная дочь,365 222.3
P004382,306,,blank,,5,Мужской,Незаконнорожденный сын,223
P004383,306,,blank,,42,Мужской,Работник,367
P004384,306,,blank,,50,Мужской,Хозяин,368
P004385,306,,blank,,50,Женский,Жена,369
P004386,306,,blank,,25,Мужской,Сын,372
P004387,306,,blank,,23,Женский,Невестка,373
P004388,306,,blank,,16,Мужской,Сын,370
P004389,306,,blank,,31,Мужской,Хозяин,374
P004390,306,,blank,,31,Женский,Жена,375
P004391,306,,blank,,8,Женский,Дочь,
P004392,306,,blank,,4,Женский,Дочь,377
P004393,306,,blank,,2,Женский,Дочь,378
P004394,306,,blank,,0,Женский,Дочь,379
P004395,306,,blank,,55,Мужской,Работник,В Палеве
P004396,306,,blank,,31,Мужской,Хозяин,381
P004397,306,,blank,,31,Женский,Жена,382
P004398,306,,blank,,0,Женский,Дочь,387
P004399,306,,blank,,41,Мужской,Хозяин,388
P004400,307,,blank,,41,Женский,Жена,389
P004401,307,,blank,,11,Женский,Дочь,У Ливина
P004402,307,,blank,,9,Женский,Дочь,391
P004403,307,,blank,,6,Женский,Дочь,392
P004404,307,,blank,,5,Мужской,Сын,
P004405,307,,blank,,2,Мужской,Сын,394
P004406,307,,blank,,1,Мужской,Сын,
P004408,307,,blank,,30,Мужской,Совладелец,"Женщин 31. Законных семей 10. Свободных - 3. Хозяев - 12. Совладельцев - 3. Женатых на родине 20. Живут с супругом 18, в сожительстве 2"
P004409,307,,blank,,47,Мужской,Хозяин,398
P004410,307,,blank,,45,Женский,Жена,399
P004411,307,,blank,,10,Мужской,Сын,
P004412,307,,blank,,8,Мужской,Сын,
P004413,307,,blank,,53,Мужской,Жилец,402
P004414,307,,blank,,55,Мужской,Хозяин,403
P004415,307,,blank,,30,Мужской,Совладелец,8
P004416,308,,blank,,25,Женский,Сожительница,405
P004417,308,,blank,,5,Мужской,Незаконнорожденный сын,406 224
P004418,308,,blank,,3,Мужской,Незаконнорожденный сын,407 225
P004419,308,,blank,,35,Мужской,Хозяин,406
P004420,308,,blank,,,Женский,Жена,409
P004421,308,,blank,,9,Мужской,Сын,
P004422,308,,blank,,5,Мужской,Сын,
P004423,308,,blank,,0,Женский,Дочь,413
P004424,308,,blank,,50,Мужской,Хозяин,414
P004425,308,,blank,,40,Женский,Сожительница,415
P004426,308,,blank,,12,Женский,Незаконнорожденная дочь,416 226
P004427,308,,blank,,8,Мужской,Незаконнорожденный сын,417 227
P004428,308,,blank,,8,Мужской,Незаконнорожденный сын,418 228
P004429,308,,blank,,4,Женский,Незаконнорожденная дочь,419 229
P004430,308,,blank,,2,Мужской,Незаконнорожденный сын,420 230
P004431,308,,blank,,58,Мужской,Хозяин,421
P004432,308,,blank,,37,Женский,Сожительница,422
P004433,308,,blank,,10,Женский,Незаконнорожденная дочь,423 231
P004434,308,,blank,,8,Мужской,Незаконнорожденный сын,424 232
P004435,309,,blank,,4,Женский,Незаконнорожденная дочь,426 234
P004436,309,,blank,,1,Мужской,Незаконнорожденный сын,425 233.1
P004437,309,,blank,,48,Мужской,Хозяин,427
P004438,309,,blank,,39,Мужской,Совладелец,428
P004439,309,,blank,,36,Мужской,Хозяин,429
P004440,309,,blank,,36,Женский,Жена,430
P004441,309,,blank,,8,Мужской,Сын,
P004442,309,,blank,,5,Мужской,Сын,
P004443,309,,blank,,3,Мужской,Сын,433
P004444,309,,blank,,1,Женский,Дочь,434
P004445,309,,blank,,40,Мужской,Работник,В Палеве
P004446,309,,blank,,37,Мужской,Хозяин,436
P004447,309,,blank,,55,Мужской,Хозяин,437
P004448,309,,blank,,39,Женский,Сожительница,438
P004449,309,,blank,,3,Женский,Незаконнорожденная дочь,439 235
P004450,309,,blank,,60,Мужской,Хозяин,440
P004451,309,,blank,,60,Женский,Сожительница,441
P004452,310,,blank,,48,Мужской,Совладелец,442
P004453,310,,blank,,43,Женский,Жена,443
P004454,310,,blank,,37,Мужской,Хозяин,445
P004455,310,,blank,,31,Мужской,Совладелец,446
P004456,310,,blank,,35,Мужской,Хозяин,447
P004457,310,,blank,,24,Женский,Сожительница,448
P004458,310,,blank,,8,Женский,Незаконнорожденная дочь,236
P004459,310,,blank,,1,Мужской,Незаконнорожденный сын,450 237
P004460,310,,blank,,47,Мужской,Совладелец,451
P004461,310,,blank,,35,Мужской,Брат,452
P004462,310,,blank,,47,Мужской,Работник,В Палеве
P004463,310,,blank,,66,Мужской,Хозяин,454
P004465,310,,blank,,42,Мужской,Хозяин,456
P004466,310,,blank,,32,Женский,Жена,457
P004467,310,,blank,,7,Мужской,Сын,459
P004468,310,,blank,,5,Женский,Дочь,459
P004469,311,,blank,,3,Женский,Дочь,
P004470,311,,blank,,2,Женский,Дочь,461
P004471,311,,blank,,37,Мужской,Хозяин,Жена в Благовещенске
P004472,311,,blank,,5,Женский,Дочь,463
P004473,311,,blank,,48,Мужской,Хозяин,464
P004474,311,,blank,,48,Мужской,Совладелец,465
P004475,311,,blank,,42,Женский,Сожительница,466
P004476,311,,blank,,2,Мужской,Незаконнорожденный сын,467 238
P004477,311,,blank,,60,Мужской,Совладелец,468
P004478,311,,blank,,49,Мужской,Работник,Тарайско Дербинской улицы конец. В Палеве
P004479,311,,blank,,33,Мужской,Хозяин,Улицы Малороссийской начало
P004480,311,,blank,,35,Мужской,Хозяин,471
P004481,311,,blank,,35,Женский,Жена,472
P004482,311,,blank,,16,Женский,Дочь,473
P004483,311,,blank,,2,Мужской,Сын,475
P004484,311,,blank,,1,Мужской,Сын,1
P004485,311,,blank,,39,Мужской,Хозяин,477
P004486,311,,blank,,32,Мужской,Совладелец,478
P004487,312,,blank,,32,Женский,Жена,479
P004488,312,,blank,,1,Женский,Дочь,480
P004489,312,,blank,,30,Мужской,Хозяин,481
P004490,312,,blank,,35,Мужской,Хозяин,482
P004491,312,,blank,,38,Мужской,Совладелец,"Женщин 30. Законных семей - 7. Свободных - 7. Хозяев - 21. Совладельцев 10. Женат на родине 32, живут с супругом - 14, в сожительстве 6"
P004492,312,,blank,,58,Мужской,Хозяин,484
P004493,312,,blank,,34,Мужской,Совладелец,485
P004494,312,,blank,,33,Женский,Сожительница,486; Сожительница Бублика
P004495,312,,blank,,4,Женский,Незаконнорожденная дочь,487 239
P004496,312,,blank,,39,Мужской,Хозяин,488
P004497,312,,blank,,29,Женский,Жена,489
P004498,312,,blank,,30,Мужской,Хозяин,490
P004499,312,,blank,,32,Женский,Жена,491
P004500,312,,blank,,3,Женский,Дочь,493
P004501,312,,blank,,2,Мужской,Сын,494
P004502,312,,blank,,37,Мужской,Хозяин,495
P004503,312,,blank,,37,Женский,Жена,496
P004504,312,,blank,,4,Мужской,Сын,498
P004505,312,,blank,,2,Мужской,Сын,499
P004506,313,,blank,,46,Мужской,Хозяин,500
P004507,313,,blank,,36,Женский,Жена,501
P004508,313,,blank,,8,Мужской,Незаконнорожденный сын,502 240
P004509,313,,blank,,6,Мужской,Незаконнорожденный сын,503 241
P004510,313,,blank,,3,Женский,Незаконнорожденная дочь,504 242
P004511,313,,blank,,2,Женский,Незаконнорожденная дочь,505 243
P004512,313,,blank,,36,Мужской,Хозяин,506
P004513,313,,blank,,28,Женский,Сожительница,507
P004514,313,,blank,,33,Мужской,Хозяин,508
P004515,313,,blank,,32,Мужской,Совладелец,509
P004516,313,,blank,,42,Мужской,Хозяин,510; Женат в Николаевске
P004517,313,,blank,,42,Женский,Жена,511; Женат в Николаевске
P004518,313,,blank,,30,Мужской,Хозяин,512
P004519,313,,blank,,38,Мужской,Совладелец,515
P004520,313,,blank,,37,Женский,Сожительница,513
P004521,313,,blank,,5,Мужской,Незаконнорожденный сын,514 244
P004522,313,,blank,,35,Мужской,Хозяин,516
P004523,313,,blank,,33,Женский,Жена,517
P004524,313,,blank,,3,Женский,Дочь,518
P004525,314,,blank,,2,Мужской,Сын,519
P004526,314,,blank,,37,Мужской,Совладелец,520
P004527,314,,blank,,3,Женский,Дочь,521
P004528,314,,blank,,27,Мужской,Хозяин,522
P004529,314,,blank,,40,Мужской,Хозяин,525
P004530,314,,blank,,24,Женский,Жена,526
P004531,314,,blank,,3,Мужской,Незаконнорожденный сын,524 245
P004532,314,,blank,,2,Мужской,Незаконнорожденный сын,528 246
P004533,314,,blank,,35,Мужской,Хозяин,529
P004534,314,,blank,,45,Женский,Хозяйка,530
P004535,314,,blank,,60,Мужской,Хозяин,531
P004536,314,,blank,,44,Мужской,Хозяин,532
P004537,314,,blank,,54,Мужской,Хозяин,533
P004538,314,,blank,,47,Женский,Сожительница,534
P004539,314,,blank,,45,Мужской,Совладелец,535
P004540,314,,blank,,37,Мужской,Хозяин,536
P004541,314,,blank,,40,Женский,Жена,537
P004542,314,,blank,,60,Мужской,Совладелец,538
P004543,314,,blank,,36,Мужской,Хозяин,539
P004544,314,,blank,,39,Женский,Жена,540
P004545,314,,blank,,27,Мужской,Хозяин,541
P004546,315,,blank,,54,Мужской,Совладелец,542
P004547,315,,blank,,29,Мужской,Хозяин,543
P004548,315,,blank,,41,Мужской,Хозяин,544
P004549,315,,blank,,44,Мужской,Хозяин,545
P004550,315,,blank,,37,Женский,Жена,546
P004551,315,,blank,,9,Женский,Дочь,547
P004552,315,,blank,,7,Женский,Дочь,548
P004553,315,,blank,,4,Женский,Дочь,549
P004554,315,,blank,,3,Женский,Дочь,
P004555,315,,blank,,1,Женский,Дочь,551
P004556,315,,blank,,52,Мужской,Хозяин,552
P004557,315,,blank,,33,Мужской,Совладелец,553
P004558,315,,blank,,53,Мужской,Жилец,554
P004559,315,,blank,,56,Мужской,Хозяин,555
P004560,315,,blank,,,Женский,Незаконнорожденная дочь,556 247
P004561,315,,blank,,70,Мужской,Совладелец,557
P004562,315,,blank,,49,Мужской,Хозяин,558
P004563,315,,blank,,38,Женский,Жена,559
P004564,315,,blank,,40,Мужской,Хозяин,560
P004565,316,,blank,,35,Женский,Жена,561
P004566,316,,blank,,1,Мужской,Сын,1
P004567,316,,blank,,30,Женский,Совладелица,564
P004568,316,,blank,,3,Мужской,Незаконнорожденный сын,565 248.2
P004569,316,,blank,,1,Женский,Незаконнорожденная дочь,566 249.3
P004570,316,,blank,,43,Мужской,Хозяин,567
P004571,316,,blank,,40,Женский,Жена,568
P004572,316,,blank,,30,Мужской,Совладелец,569
P004573,316,,blank,,28,Женский,Жена,570
P004574,316,,blank,,1,Женский,Дочь,
P004575,316,,blank,,40,Мужской,Хозяин,573
P004576,316,,blank,,42,Женский,Жена,574
P004577,316,,blank,,13,Женский,Дочь,576
P004578,316,,blank,,31,Мужской,Работник,577
P004579,316,,blank,,46,Мужской,Хозяин,578
P004580,316,,blank,,46,Женский,Сожительница,579
P004581,316,,blank,,10,Мужской,Незаконнорожденный сын,580 250
P004582,316,,blank,,2,Мужской,Незаконнорожденный сын,581 251.6
P004583,317,,blank,,37,Мужской,Хозяин,582
P004584,317,,blank,,21,Женский,Жена,583
P004585,317,,blank,,37,Мужской,Хозяин,584
P004586,317,,blank,,27,Женский,Сожительница,585
P004587,317,,blank,,5,Женский,Незаконнорожденная дочь,586 252; Незаконнорожденная дочь Иванова
P004588,317,,blank,,46,Мужской,Хозяин,586
P004589,317,,blank,,27,Женский,Сожительница,588
P004590,317,,blank,,37,Мужской,Совладелец,589
P004591,317,,blank,,32,Женский,Жена,590
P004592,317,,blank,,53,Мужской,Хозяин,592
P004593,317,,blank,,53,Мужской,Хозяин,593
P004594,317,,blank,,31,Женский,Жена,594
P004595,317,,blank,,51,Мужской,Работник,595
P004596,317,,blank,,27,Женский,Хозяйка,596
P004597,317,,blank,,12,Женский,Дочь,597
P004598,317,,blank,,9,Мужской,Сын,1
P004599,317,,blank,,6,Мужской,Сын,
P004600,317,,blank,,4,Мужской,Сын,600
P004601,317,,blank,,50,Мужской,Хозяин,601
P004602,318,,blank,,45,Женский,Жена,602
P004603,318,,blank,,49,Мужской,Хозяин,606
P004604,318,,blank,,47,Женский,Жена,607
P004605,318,,blank,,52,Мужской,Хозяин,608
P004606,318,,blank,,47,Женский,Жена,609
P004607,318,,blank,,50,Мужской,Хозяин,610
P004608,318,,blank,,58,Женский,Сожительница,611
P004609,318,,blank,,47,Мужской,Хозяин,612
P004610,318,,blank,,47,Женский,Жена,613
P004611,318,,blank,,29,Мужской,Хозяин,"Жителей 54, законных семей 23, свободных 8, хозяев - мужчин 39, женщин 2, совладельцев - мужчин 11, женщин 1, женатых на родине 47, живут с супругами 28, в сожительстве 7"
P004612,318,,blank,,40,Мужской,Хозяин,615
P004613,318,,blank,,30,Женский,Жена,616
P004614,318,,blank,,55,Мужской,Хозяин,617
P004615,318,,blank,,50,Мужской,Совладелец,618
P004616,318,,blank,,37,Мужской,Хозяин,619
P004617,318,,blank,,36,Мужской,Хозяин,620
P004618,318,,blank,,43,Мужской,Совладелец,621
P004619,318,,blank,,55,Мужской,Жилец,622
P004620,319,,blank,,78,Мужской,Жилец,623
P004621,319,,blank,,27,Мужской,Хозяин,624
P004622,319,,blank,,40,Мужской,Хозяин,625
P004623,319,,blank,,37,Женский,Сожительница,626
P004624,319,,blank,,12,Женский,Незаконнорожденная дочь,627 253
P004625,319,,blank,,9,Женский,Незаконнорожденная дочь,628 254
P004626,319,,blank,,6,Женский,Незаконнорожденная дочь,629 255
P004627,319,,blank,,28,Мужской,Хозяин,630
P004628,319,,blank,,35,Мужской,Совладелец,631
P004629,319,,blank,,35,Женский,Сожительница,632
P004630,319,,blank,,7,Мужской,Незаконнорожденный сын,633 256
P004631,319,,blank,,54,Мужской,Совладелец,634
P004632,319,,blank,,50,Мужской,Хозяин,635
P004633,319,,blank,,50,Женский,Жена,636
P004634,319,,blank,,6,Женский,Дочь,638
P004635,319,,blank,,4,Мужской,Сын,639
P004636,319,,blank,,2,Женский,Дочь,640
P004637,319,,blank,,35,Мужской,Хозяин,641
P004638,319,,blank,,50,Женский,Сожительница,642
P004639,319,,blank,,33,Мужской,Хозяин,643
P004640,319,,blank,,30,Женский,Жена,644
P004641,320,,blank,,6,Женский,Дочь,6451
P004642,320,,blank,,3,Мужской,Сын,2
P004643,320,,blank,,51,Мужской,Хозяин,647
P004644,320,,blank,,30,Женский,Сожительница,648
P004645,320,,blank,,4,Женский,Незаконнорожденная дочь,649 257
P004646,320,,blank,,38,Мужской,Хозяин,650
P004647,320,,blank,,36,Женский,Сожительница,651
P004648,320,,blank,,28,Мужской,Совладелец,652
P004649,320,,blank,,44,Мужской,Совладелец,653
P004650,320,,blank,,39,Мужской,Хозяин,654
P004651,320,,blank,,38,Мужской,Совладелец,655
P004652,320,,blank,,38,Женский,Жена,656
P004653,320,,blank,,17,Женский,Дочь,657
P004654,320,,blank,,4,Женский,Дочь,3
P004655,320,,blank,,2,Мужской,Сын,4
P004656,320,,blank,,47,Мужской,Хозяин,661
P004657,320,,blank,,50,Мужской,Хозяин,662
P004658,320,,blank,,35,Женский,Сожительница,663
P004659,321,,blank,,33,Мужской,Хозяин,664
P004660,321,,blank,,25,Женский,Жена,665
P004661,321,,blank,,7,Мужской,Сын,666; Иркутская губерния
P004662,321,,blank,,5,Женский,Дочь,667; Иркутская губерния
P004663,321,,blank,,2,Женский,Дочь,668
P004664,321,,blank,,45,Мужской,Совладелец,669
P004665,321,,blank,,50,Женский,Жена,670
P004666,321,,blank,,16,Женский,Дочь,671
P004667,321,,blank,,5,Женский,Дочь,672
P004668,321,,blank,,1,Мужской,Сын,"Жителей 26, законных семей 6, свободных - 6, хозяев - 16, совладельцев - 8, женатых на родине 28, живут в супружестве 12, в сожительстве 6"
P004669,321,,blank,,36,Мужской,Хозяин,2
P004670,321,,blank,,40,Мужской,Совладелец,675
P004671,321,,blank,,60,Мужской,Хозяин,676
P004672,321,,blank,,38,Женский,Жена,677
P004673,321,,blank,,32,Мужской,Хозяин,678
P004674,321,,blank,,36,Мужской,Совладелец,679
P004675,321,,blank,,50,Мужской,Хозяин,680; Женат на Каре
P004676,322,,blank,,47,Женский,Жена,681; Женат на Каре
P004677,322,,blank,,38,Мужской,Хозяин,682
P004678,322,,blank,,37,Женский,Жена,683
P004679,322,,blank,,8,Мужской,Сын,685
P004680,322,,blank,,4,Мужской,Сын,686
P004681,322,,blank,,1,Мужской,Сын,687
P004682,322,,blank,,52,Мужской,Хозяин,688
P004683,322,,blank,,48,Женский,Жена,689
P004684,322,,blank,,49,Мужской,Совладелец,690
P004685,322,,blank,,33,Мужской,Хозяин,691
P004686,322,,blank,,49,Мужской,Хозяин,692
P004687,322,,blank,,35,Женский,Сожительница,693
P004688,322,,blank,,50,Мужской,Хозяин,694
P004689,322,,blank,,50,Мужской,Совладелец,695
P004690,322,,blank,,48,Мужской,Хозяин,696
P004691,322,,blank,,35,Мужской,Совладелец,697
P004692,322,,blank,,4,Женский,Дочь,698
P004693,322,,blank,,39,Мужской,Хозяин,699
P004694,322,,blank,,39,Мужской,Совладелец,700
P004695,323,,blank,,35,Мужской,Совладелец,701
P004697,323,,blank,,32,Женский,Сожительница,703
P004698,323,,blank,,30,Мужской,Хозяин,704
P004699,323,,blank,,35,Мужской,Совладелец,705
P004700,323,,blank,,43,Мужской,Хозяин,706
P004701,323,,blank,,31,Женский,Сожительница,707
P004702,323,,blank,,8,Женский,Незаконнорожденная дочь,708 258
P004703,323,,blank,,66,Мужской,Хозяин,709; Женат на Каре
P004704,323,,blank,,50,Женский,Жена,710; Женат на Каре
P004705,323,,blank,,19,Женский,Падчерица,711
P004706,323,,blank,,60,Мужской,Хозяин,712; Августовская губерния
P004707,323,,blank,,55,Женский,Сожительница,713
P004708,323,,blank,,28,Мужской,Совладелец,714
P004709,323,,blank,,41,Мужской,Хозяин,715
P004710,323,,blank,,63,Мужской,Хозяин,717
P004711,323,,blank,,30,Мужской,Совладелец,718
P004712,323,,blank,,30,Женский,Жена,719
P004713,323,,blank,,2,Мужской,Сын,
P004714,323,,blank,,25,Мужской,Совладелец,722
P004715,324,,blank,,24,Женский,Жена,723
P004716,324,,blank,,3,Женский,Дочь,725
P004717,324,,blank,,2,Женский,Дочь,724
P004718,324,,blank,,66,Мужской,Совладелец,726
P004719,324,,blank,,29,Мужской,Хозяин,727
P004720,324,,blank,,32,Мужской,Хозяин,728
P004721,324,,blank,,32,Мужской,Совладелец,729
P004722,324,,blank,,27,Мужской,Хозяин,730
P004723,324,,blank,,37,Женский,Жена,731
P004724,324,,blank,,3,Женский,Дочь,732
P004725,324,,blank,,2,Мужской,Сын,
P004726,324,,blank,,35,Мужской,Совладелец,Дудониса
P004727,324,,blank,,35,Мужской,Хозяин,735
P004728,324,,blank,,28,Мужской,Совладелец,736
P004729,324,,blank,,32,Мужской,Хозяин,737
P004730,324,,blank,,32,Женский,Жена,738
P004731,324,,blank,,2,Женский,Дочь,742
P004732,324,,blank,,0,Женский,Дочь,
P004733,324,,blank,,53,Мужской,Хозяин,742
P004734,324,,blank,,30,Женский,Сожительница,745
P004735,324,,blank,,4,Мужской,Незаконнорожденный сын,746 259
P004736,325,,blank,,1,Мужской,Незаконнорожденный сын,747 260
P004737,325,,blank,,41,Мужской,Совладелец,748
P004738,325,,blank,,80,Мужской,Работник,2 Мало-Российской улицы конец
P004739,325,,blank,,45,Мужской,Хозяин,3 Сизовская улица. Начало
P004740,325,,blank,,55,Мужской,Совладелец,753
P004741,325,,blank,,36,Мужской,Совладелец,754
P004742,325,,blank,,65,Мужской,Совладелец,755
P004743,325,,blank,,50,Женский,Сожительница,756; Сожительница Захара Четырина
P004744,325,,blank,,41,Мужской,Хозяин,758
P004745,325,,blank,,49,Мужской,Совладелец,759
P004746,325,,blank,,26,Мужской,Совладелец,760
P004747,325,,blank,,38,Мужской,Хозяин,761
P004748,325,,blank,,37,Женский,Жена,762
P004749,325,,blank,,16,Мужской,Сын,763
P004750,325,,blank,,55,Мужской,Хозяин,7682
P004751,325,,blank,,44,Мужской,Совладелец,Хухарева3
P004752,325,,blank,,33,Женский,Жена,770
P004753,326,,blank,,1,Мужской,Сын,775
P004754,326,,blank,,55,Мужской,Хозяин,776
P004755,326,,blank,,30,Мужской,Совладелец,777
P004756,326,,blank,,29,Женский,Жена,778
P004757,326,,blank,,5,Мужской,Незаконнорожденный сын,779 261
P004758,326,,blank,,64,Мужской,Жилец,780
P004759,326,,blank,,49,Мужской,Хозяин,781
P004760,326,,blank,,36,Мужской,Совладелец,782
P004761,326,,blank,,36,Женский,Жена,783
P004762,326,,blank,,3,Мужской,Сын,786
P004763,326,,blank,,1,Мужской,Сын,787
P004764,326,,blank,,30,Мужской,Хозяин,788
P004765,326,,blank,,40,Женский,Сожительница,789
P004766,326,,blank,,15,Мужской,Незаконнорожденный сын,790 262
P004767,326,,blank,,65,Мужской,Совладелец,791
P004768,326,,blank,,36,Мужской,Хозяин,792
P004769,326,,blank,,23,Мужской,Совладелец,793
P004770,326,,blank,,44,Мужской,Хозяин,794
P004771,326,,blank,,48,Мужской,Совладелец,795
P004772,327,,blank,,45,Женский,Жена,796
P004773,327,,blank,,2,Мужской,Сын,798
P004774,327,,blank,,40,Мужской,Хозяин,799
P004775,327,,blank,,33,Мужской,Хозяин,800
P004776,327,,blank,,32,Женский,Жена,2
P004777,327,,blank,,7,Женский,Дочь,3
P004778,327,,blank,,3,Женский,Дочь,803
P004779,327,,blank,,1,Мужской,Сын,804
P004780,327,,blank,,56,Мужской,Хозяин,805
P004781,327,,blank,,54,Женский,Жена,806
P004782,327,,blank,,35,Мужской,Совладелец,807
P004783,327,,blank,,47,Мужской,Хозяин,808
P004784,327,,blank,,29,Мужской,Совладелец,809
P004785,327,,blank,,30,Женский,Сожительница,810
P004786,327,,blank,,34,Мужской,Хозяин,811
P004787,327,,blank,,25,Женский,Сожительница,812
P004788,327,,blank,,4,Женский,Незаконнорожденная дочь,813 263
P004789,328,,blank,,3,Мужской,Незаконнорожденный сын,814 264
P004790,328,,blank,,52,Мужской,Совладелец,815
P004791,328,,blank,,47,Женский,Жена,"В скобках прежнюю фамилию, которая была до замужества, если венчались на Сахалине"
P004792,328,,blank,,30,Мужской,Хозяин,817
P004793,328,,blank,,30,Женский,Жена,818
P004794,328,,blank,,7,Мужской,Сын,819
P004795,328,,blank,,1,Мужской,Сын,820
P004796,328,,blank,,34,Мужской,Хозяин,821
P004797,328,,blank,,27,Женский,Сожительница,822
P004798,328,,blank,,2,Женский,Незаконнорожденная дочь,822 265
P004799,328,,blank,,1,Женский,Незаконнорожденная дочь,824 266
P004800,328,,blank,,40,Мужской,Совладелец,825
P004801,328,,blank,,42,Мужской,Хозяин,826
P004802,328,,blank,,35,Женский,Сожительница,827
P004803,328,,blank,,48,Мужской,Хозяин,828
P004804,328,,blank,,40,Мужской,Хозяин,829
P004805,328,,blank,,42,Мужской,Совладелец,830
P004806,328,,blank,,50,Мужской,Хозяин,831
P004807,328,,blank,,36,Мужской,Совладелец,"832. Жителей 27, законных семей 9, свободных - 7, хозяев - 21, совладельцев - 18, женатых на родине 28, живут с супругами 16, в сожительстве 1."
P004808,329,,blank,,32,Мужской,Хозяин,833
P004809,329,,blank,,29,Женский,Жена,834
P004810,329,,blank,,5,Мужской,Сын,835
P004811,329,,blank,,2,Женский,Дочь,836
P004812,329,,blank,,56,Мужской,Хозяин,Мойсей Палатников записан
P004813,329,,blank,,40,Мужской,Жилец,838
P004814,329,,blank,,35,Женский,Жена,839
P004815,329,,blank,,2,Женский,Дочь,842
P004816,329,,blank,,36,Мужской,Хозяин,843
P004817,329,,blank,,38,Женский,Жена,844
P004818,329,,blank,,11,Женский,Незаконнорожденная дочь,845 267.1
P004819,329,,blank,,5,Женский,Незаконнорожденная дочь,846 268
P004820,329,,blank,,3,Женский,Незаконнорожденная дочь,847 269
P004821,329,,blank,,1,Мужской,Сын,848
P004822,329,,blank,,49,Мужской,Хозяин,849
P004823,329,,blank,,60,Женский,Жена,850
P004824,330,,blank,,11,Мужской,Сын,От матери гилячки крещенной
P004825,330,,blank,,26,Мужской,Совладелец,852
P004826,330,,blank,,57,Мужской,Хозяин,853
P004827,330,,blank,,38,Женский,Сожительница,854
P004828,330,,blank,,55,Мужской,Совладелец,855
P004829,330,,blank,,38,Мужской,Хозяин,856
P004830,330,,blank,,38,Женский,Сожительница,857
P004831,330,,blank,,14,Мужской,Незаконнорожденный сын,858 270
P004832,330,,blank,,,Мужской,Совладелец,859
P004833,330,,blank,,28,Мужской,Хозяин,860
P004834,330,,blank,,19,Женский,Жена,861
P004835,330,,blank,,2,Мужской,Сын,862
P004836,330,,blank,,68,Мужской,Хозяин,863
P004837,330,,blank,,67,Женский,Жена,864
P004838,330,,blank,,26,Мужской,Сын,В Хабаровске
P004839,330,,blank,,22,Мужской,Сын,866
P004840,330,,blank,,30,Мужской,Совладелец,867
P004841,330,,blank,,52,Мужской,Хозяин,868
P004842,330,,blank,,37,Женский,Сожительница,869
P004843,331,,blank,,36,Мужской,Совладелец,870
P004844,331,,blank,,34,Женский,Жена,871
P004845,331,,blank,,50,Мужской,Хозяин,872
P004846,331,,blank,,41,Женский,Жена,873
P004847,331,,blank,,16,Женский,Дочь,874
P004848,331,,blank,,14,Мужской,Сын,876
P004849,331,,blank,,11,Женский,Дочь,875
P004850,331,,blank,,8,Женский,Дочь,877
P004851,331,,blank,,5,Женский,Дочь,878
P004852,331,,blank,,4,Мужской,Сын,879
P004853,331,,blank,,1,Мужской,Сын,880
P004854,331,,blank,,49,Мужской,Хозяин,881
P004855,331,,blank,,38,Женский,Жена,882
P004856,331,,blank,,37,Мужской,Совладелец,883
P004857,331,,blank,,37,Мужской,Хозяин,884
P004858,331,,blank,,37,Женский,Совладелица,885; По мужу Генисар
P004859,331,,blank,,11,Женский,Незаконнорожденная дочь,886 271
P004860,331,,blank,,45,Мужской,Хозяин,887
P004861,332,,blank,,38,Мужской,Совладелец,888
P004862,332,,blank,,66,Мужской,Жилец,889
P004863,332,,blank,,29,Мужской,Хозяин,890
P004864,332,,blank,,30,Женский,Жена,891
P004865,332,,blank,,48,Мужской,Совладелец,892
P004866,332,,blank,,49,Женский,Жена,893
P004867,332,,blank,,23,Мужской,Сын,Во Владивостоке
P004868,332,,blank,,16,Женский,Дочь,895
