person_id,old_source_position_id,new_source_position_id,changed_fields,changed_field_count
P000209,1-02-011-0114,1-02-011-0114,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000210,1-02-011-0115,1-02-011-0115,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000211,1-02-011-0116,1-02-011-0116,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000212,1-02-011-0117,1-02-011-0117,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000213,1-02-011-0118,1-02-011-0118,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000214,1-02-012-0119,1-02-012-0119,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000215,1-02-012-0120,1-02-012-0120,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000216,1-02-012-0121,1-02-012-0121,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000217,1-02-012-0122,1-02-012-0122,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000218,1-02-012-0123,1-02-012-0123,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000219,1-02-013-0124,1-02-013-0124,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000220,1-02-013-0125,1-02-013-0125,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000221,1-02-013-0126,1-02-013-0126,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000222,1-02-013-0127,1-02-013-0127,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000223,1-02-014-0128,1-02-014-0128,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000224,1-02-014-0129,1-02-014-0129,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000225,1-02-014-0130,1-02-014-0130,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000226,1-02-014-0131,1-02-014-0131,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000227,1-02-014-0132,1-02-014-0132,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000228,1-02-014-0133,1-02-014-0133,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000229,1-02-014-0134,1-02-014-0134,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000230,1-02-014-0135,1-02-014-0135,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000231,1-02-014-0136,1-02-014-0136,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000232,1-02-014-0137,1-02-014-0137,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000233,1-02-015-0138,1-02-015-0138,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000234,1-02-015-0139,1-02-015-0139,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000235,1-02-015-0140,1-02-015-0140,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000236,1-02-015-0141,1-02-015-0141,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000237,1-02-015-0142,1-02-015-0142,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000238,1-02-015-0143,1-02-015-0143,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000239,1-02-016-0144,1-02-016-0144,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000240,1-02-016-0145,1-02-016-0145,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000241,1-02-016-0146,1-02-016-0146,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000242,1-02-017-0147,1-02-017-0147,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000243,1-02-017-0148,1-02-017-0148,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000244,1-02-018-0149,1-02-018-0149,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000245,1-02-018-0150,1-02-018-0150,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000246,1-02-018-0151,1-02-018-0151,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000247,1-02-19_(хозяин_уехал_на_материк)-0152,1-02-019-0152,family_status_norm; household_details; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,10
P000248,1-02-19_(под_квартирой)-0153,1-02-019-0153,family_status_norm; household_details; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,10
P000249,1-02-019-0154,1-02-019-0154,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000250,1-02-019-0155,1-02-019-0155,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000251,1-02-019-0156,1-02-019-0156,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000252,1-02-020-0157,1-02-020-0157,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000253,1-02-020-0158,1-02-020-0158,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000254,1-02-021-0159,1-02-021-0159,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000255,1-02-021-0160,1-02-021-0160,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000256,1-02-021-0161,1-02-021-0161,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000257,1-02-22_(хозяин_уехал_на_материк)-0162,1-02-022-0162,family_status_norm; household_details; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,10
P000258,1-02-022-0163,1-02-022-0163,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000259,1-02-022-0164,1-02-022-0164,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000260,1-02-022-0165,1-02-022-0165,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000261,1-02-022-0166,1-02-022-0166,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000262,1-02-022-0167,1-02-022-0167,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000263,1-02-022-0168,1-02-022-0168,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000264,1-02-022-0169,1-02-022-0169,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000265,1-02-022-0170,1-02-022-0170,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000266,1-02-023-0171,1-02-023-0171,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000267,1-02-023-0172,1-02-023-0172,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000268,1-02-023-0173,1-02-023-0173,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P000269,1-02-023-0174,1-02-023-0174,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000270,1-02-023-0175,1-02-023-0175,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000271,1-02-023-0176,1-02-023-0176,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000272,1-02-023-0177,1-02-023-0177,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000273,1-02-024-0178,1-02-024-0178,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000274,1-02-024-0179,1-02-024-0179,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000275,1-02-024-0180,1-02-024-0180,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000276,1-02-025-0181,1-02-025-0181,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000277,1-02-025-0182,1-02-025-0182,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000278,1-02-026-0183,1-02-026-0183,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000279,1-02-026-0184,1-02-026-0184,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000280,1-02-026-0185,1-02-026-0185,household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,7
P000281,1-02-027-0186,1-02-027-0186,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000282,1-02-027-0187,1-02-027-0187,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000283,1-02-027-0188,1-02-027-0188,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000284,1-02-027-0189,1-02-027-0189,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P000285,1-02-027-0190,1-02-027-0190,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
