person_id,page_number,marriage_status,marriage_status_norm,living_alone_status,comments_before,comments_after
P001758,134,женат на родине,Женат на родине,,,
P001759,134,женат на родине,Женат на родине,,,
P001763,135,женат на родине,Женат на родине,,,
P001764,135,вдов,Вдов,,,
P001765,135,холост,Холост,,,
P001766,135,холост,Холост,,,
P001767,135,женат на родине. одинок,Женат на родине,Одинок,,
P001768,135,женат на родине,Женат на родине,,,
P001769,135,холост,Холост,,,
P001770,135,холост. одинок,Холост,Одинок,,
P001771,135,женат на родине,Женат на родине,,,
P001772,135,женат на родине,Женат на родине,,,
P001774,135,женат на родине,Женат на родине,,,
P001775,135,женат на родине,Женат на родине,,,
P001776,136,холост,Холост,,,
P001777,136,женат на родине,Женат на родине,,,
P001778,136,вдов,Вдов,,,
P001779,136,женат на родине,Женат на родине,,,
P001782,136,вдов,Вдов,,,
P001783,136,женат на родине. одинок,Женат на родине,Одинок,,
P001784,136,вдов,Вдов,,,
P001785,136,вдов,Вдов,,,
P001786,136,женат на родине,Женат на родине,,,
P001787,136,женат на родине,Женат на родине,,,
P001788,136,холост,Холост,,,
P001794,137,женат на родине,Женат на родине,,,
P001795,137,женат на родине,Женат на родине,,,
P001797,137,женат на родине,Женат на родине,,,
P001798,137,женат на родине,Женат на родине,,,
P001799,137,одинок,,Одинок,452 286 233,452 286 233
P001800,137,женат на родине,Женат на родине,,,
P001801,137,женат на родине,Женат на родине,,,
P001802,137,женат на родине,Женат на родине,,,
P001803,137,женат на родине,Женат на родине,,,
P001807,137,женат на родине,Женат на родине,,,
P001808,138,женат на родине,Женат на родине,,,
P001810,138,женат на родине,Женат на родине,,,
P001811,138,женат на родине,Женат на родине,,,
P001812,138,женат на родине,Женат на родине,,,
P001813,138,женат на родине,Женат на родине,,,
P001814,138,женат на родине,Женат на родине,,,
P001815,138,женат на родине,Женат на родине,,,
P001816,138,холост,Холост,,,
P001817,138,женат на Сахалине,Женат на Сахалине,,,
P001818,138,женат на Сахалине,Женат на Сахалине,,,
P001819,138,женат на родине. одинок,Женат на родине,Одинок,,
P001820,138,женат на Сахалине,Женат на Сахалине,,,
P001821,138,женат на Сахалине,Женат на Сахалине,,,
P001822,138,вдов. одинок,Вдов,Одинок,,
P001823,139,холост. одинок,Холост,Одинок,,
P001824,139,женат на Сахалине,Женат на Сахалине,,,
P001825,139,женат на Сахалине,Женат на Сахалине,,,
P001826,139,вдов,Вдов,,,
P001829,139,женат на родине,Женат на родине,,,
P001830,139,холост,Холост,,,
P001831,139,вдов,Вдов,,,
P001832,139,женат на родине,Женат на родине,,,
P001833,139,вдов,Вдов,,,
P001834,139,женат на родине,Женат на родине,,,
P001835,139,женат на родине,Женат на родине,,,
P001836,139,холост,Холост,,,
P001837,139,женат на родине,Женат на родине,,,
P001838,139,женат на родине,Женат на родине,,,
P001839,140,женат на родине,Женат на родине,,,
P001840,140,женат на родине,Женат на родине,,,
P001842,140,женат на родине,Женат на родине,,,
P001843,140,женат на родине,Женат на родине,,,
P001844,140,холост,Холост,,,
P001846,140,женат на родине,Женат на родине,,,
P001847,140,женат на родине,Женат на родине,,,
P001849,140,женат на родине,Женат на родине,,,
P001850,140,женат на родине,Женат на родине,,,
P001851,140,вдов,Вдов,,,
P001852,140,женат на родине,Женат на родине,,,
P001853,140,женат на родине,Женат на родине,,,
P001854,141,вдов,Вдов,,из киргиз,из киргиз
P001856,141,женат на родине,Женат на родине,,временно привезен с семьей на квартире у брата в № 51. (из киргиз),временно привезен с семьей на квартире у брата в № 51. (из киргиз)
P001857,141,женат на родине,Женат на родине,,,
P001859,141,вдов. одинок,Вдов,Одинок,Вторая жена ушла и вышла замуж; увезла дочь Дрифо,Вторая жена ушла и вышла замуж; увезла дочь Дрифо
P001860,141,женат на родине,Женат на родине,,,
P001861,141,женат на родине,Женат на родине,,,
P001862,141,женат на родине. одинок,Женат на родине,Одинок,,
P001863,141,женат на родине,Женат на родине,,,
P001864,141,женат на родине,Женат на родине,,,
P001866,141,вдов,Вдов,,,
P001867,141,женат на родине,Женат на родине,,,
P001868,141,женат на родине. одинок,Женат на родине,Одинок,,
P001869,142,женат на Сахалине,Женат на Сахалине,,,
P001870,142,женат на Сахалине,Женат на Сахалине,,,
P001872,142,женат на родине,Женат на родине,,,
P001873,142,вдов,Вдов,,,
P001875,142,женат на Сахалине,Женат на Сахалине,,,
P001876,142,женат на Сахалине,Женат на Сахалине,,,
P001877,142,женат на родине,Женат на родине,,Муж в казарме,Муж в казарме
P001878,142,женат на родине,Женат на родине,,,
P001879,142,женат на родине,Женат на родине,,,
P001880,142,женат на родине,Женат на родине,,,
P001881,142,женат на родине,Женат на родине,,,
P001882,142,женат на родине. одинок,Женат на родине,Одинок,,
P001883,142,женат на родине. одинок,Женат на родине,Одинок,,
P001884,143,женат на родине,Женат на родине,,Отдан квартирантам,Отдан квартирантам
P001885,143,женат на родине,Женат на родине,,,
P001886,143,женат на родине,Женат на родине,,,
P001887,143,женат на родине,Женат на родине,,,
P001890,143,вдов. одинок,Вдов,Одинок,,
P001891,143,женат на Сахалине,Женат на Сахалине,,,
P001892,143,женат на Сахалине,Женат на Сахалине,,,
P001893,143,вдов,Вдов,,,
P001896,143,холост,Холост,,,
P001899,143,женат на родине,Женат на родине,,,
P001900,144,холост,Холост,,,
P001905,144,женат на родине. одинок,Женат на родине,Одинок,,
P001906,144,женат на Сахалине,Женат на Сахалине,,,
P001907,144,женат на Сахалине,Женат на Сахалине,,,
P001908,144,женат на Сахалине,Женат на Сахалине,,,
P001909,144,женат на Сахалине,Женат на Сахалине,,,
P001910,144,женат на родине. одинок,Женат на родине,Одинок,,
P001911,144,женат на Сахалине,Женат на Сахалине,,,
P001912,144,женат на Сахалине,Женат на Сахалине,,,
P001913,144,женат на Сахалине,Женат на Сахалине,,,
P001914,144,женат на Сахалине,Женат на Сахалине,,,
P001919,145,холост. одинок,Холост,Одинок,,
P001920,145,вдов. одинока,Вдов,Одинок,,
P001921,145,вдов,Вдов,,Жена умерла на Сахалине,Жена умерла на Сахалине
P001924,145,холост,Холост,,,
P001927,145,холост,Холост,,,
P001928,145,холост. одинок,Холост,Одинок,Административный,Административный
P001929,145,женат на родине. одинок,Женат на родине,Одинок,,
P001930,145,холост,Холост,,,
P001931,145,вдов,Вдов,,,
P001932,145,холост,Холост,,,
P001933,145,женат на родине,Женат на родине,,,
P001934,145,вдов,Вдов,,,
P001935,146,женат на родине,Женат на родине,,,
P001936,146,женат на родине,Женат на родине,,,
P001937,146,женат на родине,Женат на родине,,,
P001939,146,женат на родине,Женат на родине,,,
P001940,146,женат на родине,Женат на родине,,,
P001941,146,женат на родине,Женат на родине,,,
P001942,146,вдов,Вдов,,,
P001943,146,женат на родине,Женат на родине,,,
P001944,146,женат на родине,Женат на родине,,,
P001945,146,женат на родине,Женат на родине,,Смотри № 50,Смотри № 50
P001946,146,женат на родине,Женат на родине,,,
P001949,146,холост. одинок,Холост,Одинок,,
P001950,146,женат на Сахалине,Женат на Сахалине,,,
P001951,146,женат на Сахалине,Женат на Сахалине,,,
P001952,146,женат на родине,Женат на родине,,,
P001953,147,вдов,Вдов,,,
P001954,147,холост,Холост,,,
P001955,147,холост. одинок,Холост,Одинок,,
P001956,147,холост,Холост,,,
P001957,147,женат на родине,Женат на родине,,,
P001959,147,холост. одинок,Холост,Одинок,,
P001960,147,вдов. одинок,Вдов,Одинок,,
P001961,147,одинок,,Одинок,,
P001962,147,женат на родине,Женат на родине,,,
P001963,147,вдов,Вдов,,,
P001964,147,женат на Сахалине,Женат на Сахалине,,,
P001965,147,женат на Сахалине,Женат на Сахалине,,,
P001966,147,женат на родине,Женат на родине,,,
P001967,147,вдов,Вдов,,,
P001972,148,женат на родине,Женат на родине,,,
P001973,148,женат на родине,Женат на родине,,,
P001980,148,женат на родине,Женат на родине,,,
P001981,148,женат на родине,Женат на родине,,,
P001983,148,женат на родине,Женат на родине,,,
P001984,148,женат на родине,Женат на родине,,,
P001985,148,женат на родине,Женат на родине,,,
P001986,148,женат на родине,Женат на родине,,,
P001987,148,женат на родине,Женат на родине,,,
P001988,149,женат на родине,Женат на родине,,,
P001990,149,женат на родине,Женат на родине,,,
P001991,149,вдов,Вдов,,,
P001992,149,холост,Холост,,В Николаевске,В Николаевске
P001996,149,холост,Холост,,,
P001997,149,женат на родине,Женат на родине,,,
P001998,149,женат на родине,Женат на родине,,,
P002003,149,женат на Сахалине,Женат на Сахалине,,,
P002004,150,женат на Сахалине,Женат на Сахалине,,,
P002008,150,женат на родине,Женат на родине,,,
P002009,150,женат на родине,Женат на родине,,,
P002011,150,женат на родине,Женат на родине,,,
P002012,150,холост,Холост,,,
P002013,150,женат на Сахалине,Женат на Сахалине,,,
P002014,150,женат на Сахалине,Женат на Сахалине,,,
P002015,150,женат на родине,Женат на родине,,,
P002016,150,женат на родине,Женат на родине,,,
P002017,150,женат на родине. одинок,Женат на родине,Одинок,,
P002018,150,женат на родине,Женат на родине,,,
P002019,150,женат на родине,Женат на родине,,,
P002020,151,холост. одинок,Холост,Одинок,,
P002021,151,женат на родине. одинока,Женат на родине,Одинок,,
P002022,151,женат на родине,Женат на родине,,,
P002023,151,женат на родине,Женат на родине,,,
P002024,151,женат на родине,Женат на родине,,,
P002025,151,женат на родине,Женат на родине,,,
P002026,151,женат на Сахалине,Женат на Сахалине,,,
P002027,151,женат на Сахалине,Женат на Сахалине,,,
P002028,151,холост,Холост,,,
P002029,151,вдов,Вдов,,,
P002030,151,женат на родине,Женат на родине,,,
P002031,151,вдов,Вдов,,,
P002033,151,женат на родине,Женат на родине,,,
P002034,151,женат на родине,Женат на родине,,,
P002038,152,вдов. одинок,Вдов,Одинок,,
P002039,152,женат на родине. одинок,Женат на родине,Одинок,,
P002040,152,женат на родине,Женат на родине,,,
P002041,152,женат на родине,Женат на родине,,,
P002042,152,холост,Холост,,,
P002044,152,женат на родине,Женат на родине,,,
P002045,152,женат на родине,Женат на родине,,,
P002047,152,холост,Холост,,,
P002048,152,вдов,Вдов,,,
P002049,152,холост. одинок,Холост,Одинок,,
P002050,152,женат на родине. одинок,Женат на родине,Одинок,,
P002051,152,холост,Холост,,,
P002052,152,вдов,Вдов,,,
P002055,153,холост,Холост,,,
P002056,153,вдов,Вдов,,,
P002058,153,женат на родине. одинок,Женат на родине,Одинок,,
P002059,153,вдов,Вдов,,,
P002060,153,женат на родине,Женат на родине,,,
P002061,153,женат на родине,Женат на родине,,,
P002062,153,холост,Холост,,,
P002063,153,холост,Холост,,,
P002064,153,холост,Холост,,,
P002065,153,холост. одинок,Холост,Одинок,,
P002066,153,женат на родине. одинок,Женат на родине,Одинок,,
P002067,153,женат на родине,Женат на родине,,,
P002068,153,женат на родине,Женат на родине,,,
P002069,153,женат на родине,Женат на родине,,,
P002070,154,женат на родине,Женат на родине,,,
P002071,154,холост,Холост,,,
P002073,154,женат на Сахалине,Женат на Сахалине,,,
P002074,154,женат на Сахалине,Женат на Сахалине,,,
P002075,154,холост. одинок,Холост,Одинок,,
P002076,154,женат на родине,Женат на родине,,,
P002077,154,женат на родине,Женат на родине,,,
P002078,154,вдов. одинок,Вдов,Одинок,,
P002079,154,вдов,Вдов,,,
P002080,154,холост,Холост,,,
P002081,154,женат на родине. одинок,Женат на родине,Одинок,,
P002082,154,холост,Холост,,,
P002083,154,вдов,Вдов,,,
P002085,154,женат на родине,Женат на родине,,,
P002086,155,женат на родине,Женат на родине,,,
P002088,155,женат на родине,Женат на родине,,,
P002089,155,женат на родине,Женат на родине,,,
P002090,155,женат на родине. одинок,Женат на родине,Одинок,,
P002091,155,женат на родине,Женат на родине,,,
P002092,155,женат на родине,Женат на родине,,,
P002094,155,женат на родине,Женат на родине,,,
P002095,155,вдов,Вдов,,,
P002096,155,женат на родине,Женат на родине,,,
P002097,155,женат на родине,Женат на родине,,,
P002100,155,холост. одинок,Холост,Одинок,,
P002101,155,холост. одинок,Холост,Одинок,,
P002102,155,женат на родине. одинок,Женат на родине,Одинок,,
P002103,155,вдов,Вдов,,,
P002104,156,женат на Сахалине,Женат на Сахалине,,,
P002105,156,женат на Сахалине,Женат на Сахалине,,,
P002106,156,женат на родине,Женат на родине,,,
P002107,156,женат на родине,Женат на родине,,,
P002108,156,женат на родине,Женат на родине,,,
P002109,156,женат на родине,Женат на родине,,,
P002110,156,холост. одинок,Холост,Одинок,,
P002111,156,женат на родине,Женат на родине,,,
P002112,156,женат на родине,Женат на родине,,,
P002113,156,женат на родине,Женат на родине,,,
P002114,156,женат на родине,Женат на родине,,,
P002117,156,женат на родине. одинок,Женат на родине,Одинок,,
P002118,156,женат на родине. одинок,Женат на родине,Одинок,,
P002119,156,холост. одинок,Холост,Одинок,Пупкова,Пупкова
P002120,157,вдов,Вдов,,,
P002121,157,женат на Сахалине,Женат на Сахалине,,,
P002122,157,женат на родине. одинок,Женат на родине,Одинок,,
P002123,157,холост,Холост,,,
P002124,157,женат на родине,Женат на родине,,,
P002129,157,женат на родине. одинок,Женат на родине,Одинок,,
P002130,157,холост. одинок,Холост,Одинок,,
P002131,157,женат на родине. одинок,Женат на родине,Одинок,,
P002132,157,холост. одинок,Холост,Одинок,,
P002133,157,женат на родине. одинок,Женат на родине,Одинок,,
P002134,158,холост,Холост,,,
P002135,158,одинок,,Одинок,,
P002136,158,женат на родине. одинок,Женат на родине,Одинок,,
P002137,158,женат на родине,Женат на родине,,,
P002138,158,женат на родине. одинок,Женат на родине,Одинок,,
P002139,158,холост,Холост,,,
P002140,158,холост. одинок,Холост,Одинок,8,8
P002142,158,холост. одинок,Холост,Одинок,10,10
P002143,158,вдов. одинок,Вдов,Одинок,11,11
P002144,158,холост,Холост,,12.  Он же Николай Суров,12.  Он же Николай Суров
P002145,158,женат на родине,Женат на родине,,1,1
P002147,158,вдов. одинок,Вдов,Одинок,15,15
P002148,158,женат на родине,Женат на родине,,16,16
P002149,159,женат на родине,Женат на родине,,17,17
P002150,159,холост. одинок,Холост,Одинок,18,18
P002151,159,женат на родине,Женат на родине,,19,19
P002152,159,женат на родине,Женат на родине,,20,20
P002153,159,холост. одинок,Холост,Одинок,21,21
P002154,159,женат на родине,Женат на родине,,22,22
P002155,159,вдов,Вдов,,23,23
P002156,159,женат на родине,Женат на родине,,24,24
P002157,159,женат на родине,Женат на родине,,25,25
P002158,159,холост,Холост,,26,26
P002159,159,вдов,Вдов,,27,27
P002160,159,холост. одинок,Холост,Одинок,28,28
P002161,159,женат на родине. одинок,Женат на родине,Одинок,29,29
P002162,159,женат на родине. одинок,Женат на родине,Одинок,30,30
P002165,160,холост. одинок,Холост,Одинок,33,33
P002166,160,холост,Холост,,34,34
P002167,160,вдов,Вдов,,35,35
P002170,160,холост. одинок,Холост,Одинок,38,38
P002171,160,женат на родине. одинок,Женат на родине,Одинок,39,39
P002172,160,женат на родине. одинок,Женат на родине,Одинок,40,40
P002173,160,женат на родине. одинок,Женат на родине,Одинок,41,41
P002174,160,женат на родине. одинок,Женат на родине,Одинок,42,42
P002175,160,женат на родине,Женат на родине,,43,43
P002176,160,женат на родине,Женат на родине,,44,44
P002178,160,холост. одинок,Холост,Одинок,46,46
P002179,160,холост. одинок,Холост,Одинок,47,47
P002180,161,женат на родине. одинок,Женат на родине,Одинок,48,48
P002184,161,холост,Холост,,52,52
P002186,161,вдов,Вдов,,53,53
P002187,161,женат на родине. одинок,Женат на родине,Одинок,55,55
P002188,161,женат на родине,Женат на родине,,56,56
P002189,161,холост,Холост,,57,57
P002190,161,холост,Холост,,58,58
P002191,161,вдов,Вдов,,59,59
P002194,161,холост,Холост,,62,62
P002195,161,вдов,Вдов,,63,63
P002197,162,женат на родине. одинок,Женат на родине,Одинок,65,65
P002198,162,холост. одинок,Холост,Одинок,66,66
P002199,162,холост. одинок,Холост,Одинок,67,67
P002200,162,женат на родине,Женат на родине,,68,68
P002201,162,вдов,Вдов,,69,69
P002202,162,холост. одинок,Холост,Одинок,70,70
P002203,162,женат на родине,Женат на родине,,71,71
P002204,162,женат на родине,Женат на родине,,72,72
P002205,162,холост,Холост,,73,73
P002206,162,женат на родине,Женат на родине,,74,74
P002207,162,холост. одинок,Холост,Одинок,75,75
P002208,162,вдов,Вдов,,76,76
P002209,162,вдов,Вдов,,77,77
P002211,162,холост. одинок,Холост,Одинок,79,79
P002212,162,холост. одинок,Холост,Одинок,80,80
P002213,162,вдов,Вдов,,81,81
P002214,162,вдов,Вдов,,82,82
P002216,163,холост. одинок,Холост,Одинок,84,84
P002217,163,холост,Холост,,85,85
P002218,163,вдов,Вдов,,86,86
P002221,163,вдов,Вдов,,89,89
P002222,163,вдов,Вдов,,90,90
P002223,163,холост,Холост,,1,1
P002226,163,вдов,Вдов,,2,2
P002228,163,женат на родине. одинок,Женат на родине,Одинок,7,7
P002230,164,одинок,,Одинок,1,1
P002231,164,одинок,,Одинок,2,2
P002232,164,одинок,,Одинок,3,3
P002233,164,одинок,,Одинок,4,4
P002234,164,женат на родине,Женат на родине,,5,5
P002235,164,женат на родине,Женат на родине,,6,6
P002237,164,одинок,,Одинок,11,11
P002239,164,женат на родине,Женат на родине,,13,13
P002242,164,одинок,,Одинок,18,18
P002243,164,холост,Холост,,,
P002244,164,одинок,,Одинок,27,27
P002245,164,одинок,,Одинок,28,28
P002246,164,одинок,,Одинок,29,29
P002247,164,одинок,,Одинок,30,30
P002248,165,одинок,,Одинок,31,31
P002252,165,женат на родине,Женат на родине,,35,35
P002254,165,женат на родине. одинок,Женат на родине,Одинок,,
P002255,165,женат на родине. одинок,Женат на родине,Одинок,,
P002256,165,холост,Холост,,,
P002257,165,холост,Холост,,,
P002258,165,холост,Холост,,,
P002259,165,женат на родине,Женат на родине,,,
P002263,166,женат на родине,Женат на родине,,,
P002264,166,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002268,166,женат на родине,Женат на родине,,,
P002269,166,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002274,166,женат на Сахалине,Женат на Сахалине,,Сын Митрофан живет в Николаевске,Сын Митрофан живет в Николаевске
P002275,167,женат на Сахалине,Женат на Сахалине,,,
P002276,167,холост,Холост,,,
P002277,167,вдов,Вдов,,,
P002278,167,холост. одинок,Холост,Одинок,,
P002279,167,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002282,167,вдов,Вдов,,,
P002283,167,вдов,Вдов,,,
P002286,167,холост,Холост,,,
P002287,167,вдов,Вдов,,,
P002288,168,женат на родине,Женат на родине,,,
P002289,168,вдов,Вдов,,,
P002290,168,женат на Сахалине,Женат на Сахалине,,,
P002291,168,женат на Сахалине,Женат на Сахалине,,,
P002293,168,женат на родине,Женат на родине,,,
P002294,168,холост,Холост,,,
P002299,168,женат на родине,Женат на родине,,,
P002300,168,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002303,169,вдов,Вдов,,Хозяин двора № 13 умер. Павловская была его сожительницей.3,Хозяин двора № 13 умер. Павловская была его сожительницей.3
P002304,169,холост,Холост,,,
P002305,169,вдов,Вдов,,,
P002306,169,женат на родине,Женат на родине,,,
P002307,169,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002308,169,холост,Холост,,,
P002309,169,женат на родине,Женат на родине,,,
P002310,169,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002314,169,женат на родине,Женат на родине,,,
P002315,169,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002316,170,холост,Холост,,,
P002317,170,женат на родине,Женат на родине,,,
P002318,170,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002319,170,холост,Холост,,,
P002323,170,вдов,Вдов,,жена умерла на Сахалине,жена умерла на Сахалине
P002324,170,вдов,Вдов,,,
P002325,170,женат на родине,Женат на родине,,Сын его Тимофей в Благовещенске,Сын его Тимофей в Благовещенске
P002326,170,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002327,170,женат на родине,Женат на родине,,,
P002328,170,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002329,170,холост,Холост,,,
P002330,171,холост,Холост,,,
P002332,171,женат на родине,Женат на родине,,,
P002333,171,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002334,171,женат на родине,Женат на родине,,,
P002335,171,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002339,171,женат на родине. одинок,Женат на родине,Одинок,,
P002340,171,женат на родине,Женат на родине,,В Риге,В Риге
P002341,171,вдов,Вдов,,,
P002345,172,женат на родине,Женат на родине,,,
P002346,172,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002347,172,вдов,Вдов,,,
P002348,172,холост,Холост,,,
P002349,172,женат на родине,Женат на родине,,,
P002350,172,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002352,172,женат на родине,Женат на родине,,,
P002353,172,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002356,172,женат на Сахалине,Женат на Сахалине,,,
P002357,172,женат на Сахалине,Женат на Сахалине,,В Риге,В Риге
P002358,173,женат на родине,Женат на родине,,,
P002359,173,женат на Сахалине,Женат на Сахалине,,Это дочь Харитона Голенко,Это дочь Харитона Голенко
P002360,173,вдов,Вдов,,,
P002362,173,вдов,Вдов,,,
P002363,173,женат на родине,Женат на родине,,,
P002364,173,женат на родине,Женат на родине,,,
P002365,173,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002367,173,женат на родине,Женат на родине,,,
P002368,173,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002370,173,женат на родине,Женат на родине,,,
P002371,174,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002372,174,женат на родине,Женат на родине,,,
P002373,174,вдов,Вдов,,,
P002374,174,женат на Сахалине,Женат на Сахалине,,,
P002375,174,женат на Сахалине,Женат на Сахалине,,,
P002377,174,холост,Холост,,,
P002378,174,вдов,Вдов,,,
P002379,174,женат на родине,Женат на родине,,,
P002380,174,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002385,174,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002389,175,женат на родине,Женат на родине,,,
P002390,175,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002392,175,холост,Холост,,,
P002393,175,женат на родине,Женат на родине,,,
P002394,175,женат на родине,Женат на родине,,,
P002395,175,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002399,175,женат на родине,Женат на родине,,,
P002400,175,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002401,175,холост,Холост,,,
P002403,175,женат на родине,Женат на родине,,,
P002404,175,женат на родине,Женат на родине,,Была судима и пришла с мужем,Была судима и пришла с мужем
P002408,176,женат на родине,Женат на родине,,,
P002409,176,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002412,176,женат на родине,Женат на родине,,,
P002413,176,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002414,176,женат на родине,Женат на родине,,,
P002415,176,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002416,176,вдов,Вдов,,жена умерла на Сахалине,жена умерла на Сахалине
P002420,176,женат на родине,Женат на родине,,,
P002421,177,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002426,177,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002430,177,женат на родине,Женат на родине,,,
P002431,177,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002432,177,вдов,Вдов,,жена умерла на Сахалине,жена умерла на Сахалине
P002433,177,женат на родине,Женат на родине,,,
P002434,177,женат на родине,Женат на родине,,,
P002438,178,вдов,Вдов,,"Имеет 2-х детей от законной жены, которая умерла на Сахалине","Имеет 2-х детей от законной жены, которая умерла на Сахалине"
P002439,178,женат на родине,Женат на родине,,,
P002440,178,холост,Холост,,,
P002441,178,холост,Холост,,,
P002444,178,женат на родине,Женат на родине,,,
P002445,178,вдов,Вдов,,,
P002446,178,женат на родине,Женат на родине,,,
P002447,178,женат на родине,Женат на родине,,,
P002448,178,женат на родине. одинок,Женат на родине,Одинок,,
P002449,178,холост,Холост,,,
P002450,179,холост,Холост,,,
P002451,179,женат на родине. одинок,Женат на родине,Одинок,,
P002452,179,холост,Холост,,,
P002453,179,женат на родине. одинок,Женат на родине,Одинок,,
P002454,179,женат на родине. одинок,Женат на родине,Одинок,,
P002455,179,женат на родине. одинок,Женат на родине,Одинок,,
P002456,179,женат на родине. одинок,Женат на родине,Одинок,,
P002457,179,холост,Холост,,,
P002458,179,женат на родине. одинок,Женат на родине,Одинок,,
P002459,179,женат на родине,Женат на родине,,,
P002460,179,женат на родине,Женат на родине,,,
P002462,179,женат на родине,Женат на родине,,,
P002463,179,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002465,180,женат на Сахалине,Женат на Сахалине,,Жена живет в п. Александровском с каким-то Наумом,Жена живет в п. Александровском с каким-то Наумом
P002466,180,женат на родине,Женат на родине,,,
P002467,180,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002471,180,женат на родине,Женат на родине,,В Воеводской тюрьме с семьей,В Воеводской тюрьме с семьей
P002472,180,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002475,180,женат на родине,Женат на родине,,,
P002476,180,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002478,180,женат на родине,Женат на родине,,,
P002479,180,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002483,181,женат на родине,Женат на родине,,,
P002484,181,женат на родине,Женат на родине,,пришла за мужем,пришла за мужем
P002486,181,женат на родине. одинок,Женат на родине,Одинок,,
P002487,181,холост,Холост,,,
P002488,181,холост,Холост,,,
P002492,181,женат на родине,Женат на родине,,,
P002493,181,вдов,Вдов,,,
P002514,182,одинок,,Одинок,,
P002523,182,женат на родине,Женат на родине,,,
P002524,183,женат на родине,Женат на родине,,,
P002525,183,женат на родине,Женат на родине,,,
P002526,183,женат на родине,Женат на родине,,,
P002533,183,вдов,Вдов,,,
P002536,183,женат на родине,Женат на родине,,,
P002537,183,женат на родине,Женат на родине,,,
P002542,183,женат на родине,Женат на родине,,,
P002543,183,одинок,,Одинок,,
P002545,184,женат на Сахалине,Женат на Сахалине,,,
P002548,184,женат на родине,Женат на родине,,,
P002549,184,женат на родине,Женат на родине,,,
P002562,184,женат на родине,Женат на родине,,,
P002563,184,женат на родине,Женат на родине,,,
P002576,185,женат на родине,Женат на родине,,,
P002578,185,женат на родине,Женат на родине,,,
P002579,185,женат на родине,Женат на родине,,,
P002580,185,одинок,,Одинок,,
P002592,186,женат на родине,Женат на родине,,,
P002593,186,женат на родине,Женат на родине,,,
P002595,186,женат на родине,Женат на родине,,,
P002596,186,женат на родине,Женат на родине,,,
P002607,187,одинок,,Одинок,,
P002608,187,одинок,,Одинок,,
P002609,187,одинок,,Одинок,,
P002610,187,одинок,,Одинок,,
P002611,187,женат на родине,Женат на родине,,,
P002612,187,вдов,Вдов,,,
P002613,187,женат на родине,Женат на родине,,,
P002614,187,холост,Холост,,,
P002615,187,вдов,Вдов,,,
P002618,187,холост,Холост,,Дом Леонова.6,Дом Леонова.6
P002619,187,холост,Холост,,Дом Леонова,Дом Леонова
P002620,187,холост,Холост,,Дом Леонова,Дом Леонова
P002621,187,вдов,Вдов,,,
P002624,188,холост,Холост,,,
P002625,188,холост,Холост,,,
P002627,188,холост,Холост,,,
P002628,188,холост,Холост,,В Хабаровке,В Хабаровке
P002629,188,холост,Холост,,,
P002630,188,холост,Холост,,,
P002631,188,холост,Холост,,,
P002636,188,женат на родине,Женат на родине,,,
P002637,188,холост,Холост,,,
P002638,188,женат на родине,Женат на родине,,,
P002639,189,женат на родине,Женат на родине,,,
P002641,189,одинок,,Одинок,167 124,167 124
P002643,189,женат на родине,Женат на родине,,,
P002644,189,женат на родине,Женат на родине,,,
P002645,189,женат на Сахалине,Женат на Сахалине,,,
