person_id,page_number,marriage_status,marriage_status_norm,living_alone_status,comments_before,comments_after
P006404,429,холост,Холост,,,
P006405,429,холост,Холост,,,
P006406,429,женат на Сахалине,Женат на Сахалине,,,
P006407,429,женат на Сахалине,Женат на Сахалине,,,
P006410,429,женат на Сахалине,Женат на Сахалине,,,
P006411,429,женат на Сахалине,Женат на Сахалине,,,
P006414,429,холост,Холост,,,
P006415,429,женат на Сахалине,Женат на Сахалине,,,
P006416,429,женат на Сахалине,Женат на Сахалине,,,
P006420,429,женат на Сахалине,Женат на Сахалине,,,
P006421,430,холост,Холост,,,
P006422,430,женат на родине,Женат на родине,,,
P006423,430,женат на родине,Женат на родине,,,
P006425,430,холост,Холост,,,
P006426,430,женат на родине,Женат на родине,,,
P006427,430,вдов,Вдов,,,
P006428,430,женат на родине,Женат на родине,,,
P006429,430,вдов,Вдов,,,
P006430,430,женат на родине,Женат на родине,,,
P006431,430,женат на родине,Женат на родине,,,
P006432,430,вдов,Вдов,,,
P006434,430,холост,Холост,,,
P006435,431,холост,Холост,,,
P006436,431,вдов,Вдов,,,
P006437,431,холост,Холост,,,
P006438,431,женат на родине,Женат на родине,,,
P006440,431,холост,Холост,,В Мауке,В Мауке
P006441,431,женат на Сахалине,Женат на Сахалине,,,
P006442,431,женат на Сахалине,Женат на Сахалине,,,
P006445,431,холост,Холост,,,
P006446,431,женат на родине,Женат на родине,,,
P006448,431,холост,Холост,,,
P006449,431,вдов,Вдов,,,
P006451,431,холост,Холост,,,
P006452,431,вдов,Вдов,,,
P006454,432,холост,Холост,,,
P006455,432,женат на родине,Женат на родине,,,
P006456,432,вдов,Вдов,,,
P006459,432,холост,Холост,,,
P006460,432,холост,Холост,,,
P006461,432,женат на родине,Женат на родине,,,
P006462,432,холост,Холост,,,
P006464,432,женат на Сахалине,Женат на Сахалине,,,
P006465,432,вдов,Вдов,,,
P006467,432,холост,Холост,,,
P006468,432,женат на родине,Женат на родине,,,
P006469,432,холост,Холост,,,
P006470,432,женат на родине,Женат на родине,,,
P006471,432,вдов,Вдов,,,
P006472,433,женат на родине,Женат на родине,,,
P006473,433,женат на родине,Женат на родине,,,
P006475,433,женат на родине,Женат на родине,,,
P006476,433,вдов,Вдов,,,
P006481,433,вдов,Вдов,,,
P006482,433,холост,Холост,,,
P006485,433,женат на Сахалине,Женат на Сахалине,,,
