person_id,source_position_id,page_number,comments_before,comments_after,reason
P004105,2-24-018-0069,289,78,,pure_numeric_comment
P004106,2-24-018-0070,290,79,,pure_numeric_comment
P004107,2-24-018-0071,290,80,,pure_numeric_comment
P004108,2-24-018-0072,290,81,,pure_numeric_comment
P004109,2-24-018-0073,290,82,,pure_numeric_comment
P004110,2-24-018-0074,290,83,,pure_numeric_comment
P004111,2-24-019-0075,290,84,,pure_numeric_comment
P004112,2-24-019-0076,290,85,,pure_numeric_comment
P004113,2-24-019-0077,290,86,,pure_numeric_comment
P004114,2-24-019-0078,290,88,,pure_numeric_comment
P004115,2-24-020-0079,290,90,,pure_numeric_comment
P004116,2-24-020-0080,290,90,,pure_numeric_comment
P004117,2-24-020-0081,290,91,,pure_numeric_comment
P004118,2-24-020-0082,290,92,,pure_numeric_comment
P004119,2-24-021-0083,290,93,,pure_numeric_comment
P004122,2-24-022-0086,290,96,,pure_numeric_comment
P004123,2-24-022-0087,290,97,,pure_numeric_comment
P004124,2-24-022-0088,291,98,,pure_numeric_comment
P004125,2-24-023-0089,291,99,,pure_numeric_comment
P004126,2-24-023-0090,291,100,,pure_numeric_comment
P004127,2-24-023-0091,291,101,,pure_numeric_comment
P004128,2-24-023-0092,291,102,,pure_numeric_comment
P004129,2-24-023-0093,291,103,,pure_numeric_comment
P004130,2-24-024-0094,291,104,,pure_numeric_comment
P004131,2-24-024-0095,291,105,,pure_numeric_comment
P004132,2-24-024-0096,291,1,,pure_numeric_comment
P004134,2-24-024-0098,291,2,,pure_numeric_comment
P004135,2-24-024-0099,291,3,,pure_numeric_comment
P004136,2-24-025-0100,291,112,,pure_numeric_comment
P004137,2-24-025-0101,291,113,,pure_numeric_comment
P004138,2-24-026-0102,291,114,,pure_numeric_comment
P004139,2-24-026-0103,291,115,,pure_numeric_comment
P004140,2-24-026-0104,291,116,,pure_numeric_comment
P004141,2-24-026-0105,292,117,,pure_numeric_comment
P004143,2-24-026-0107,292,119,,pure_numeric_comment
P004144,2-24-027-0108,292,120,,pure_numeric_comment
P004145,2-24-027-0109,292,121,,pure_numeric_comment
P004146,2-24-027-0110,292,124,,pure_numeric_comment
P004147,2-24-027-0111,292,125,,pure_numeric_comment
P004148,2-24-027-0112,292,126,,pure_numeric_comment
P004149,2-24-027-0113,292,127,,pure_numeric_comment
P004151,2-24-028-0115,292,129,,pure_numeric_comment
P004152,2-24-028-0116,292,130,,pure_numeric_comment
P004153,2-24-029-0117,292,131,,pure_numeric_comment
P004154,2-24-029-0118,292,132,,pure_numeric_comment
P004156,2-24-029-0120,292,1,,pure_numeric_comment
P004157,2-24-029-0121,292,2,,pure_numeric_comment
P004158,2-24-030-0122,293,136,,pure_numeric_comment
P004159,2-24-030-0123,293,137,,pure_numeric_comment
P004160,2-24-030-0124,293,1,,pure_numeric_comment
P004161,2-24-030-0125,293,2,,pure_numeric_comment
P004162,2-24-030-0126,293,3,,pure_numeric_comment
P004163,2-24-031-0127,293,142,,pure_numeric_comment
P004164,2-24-031-0128,293,143,,pure_numeric_comment
P004166,2-24-032-0130,293,145,,pure_numeric_comment
P004167,2-24-032-0131,293,146,,pure_numeric_comment
P004168,2-24-033-0132,293,147,,pure_numeric_comment
P004169,2-24-033-0133,293,148,,pure_numeric_comment
P004170,2-24-033-0134,293,149,,pure_numeric_comment
P004171,2-24-033-0135,293,150,,pure_numeric_comment
P004172,2-24-033-0136,293,151,,pure_numeric_comment
P004173,2-24-034-0137,293,152,,pure_numeric_comment
P004174,2-24-034-0138,294,153,,pure_numeric_comment
P004175,2-24-034-0139,294,154,,pure_numeric_comment
P004176,2-24-034-0140,294,155,,pure_numeric_comment
P004177,2-24-034-0141,294,156,,pure_numeric_comment
P004179,2-24-035-0143,294,158,,pure_numeric_comment
P004180,2-24-035-0144,294,159,,pure_numeric_comment
P004181,2-24-035-0145,294,160,,pure_numeric_comment
P004182,2-24-036-0146,294,161,,pure_numeric_comment
P004183,2-24-036-0147,294,162,,pure_numeric_comment
P004184,2-24-036-0148,294,163,,pure_numeric_comment
P004185,2-24-036-0149,294,164,,pure_numeric_comment
P004186,2-24-037-0150,294,165,,pure_numeric_comment
P004187,2-24-037-0151,294,166,,pure_numeric_comment
P004188,2-24-037-0152,294,167,,pure_numeric_comment
P004189,2-24-037-0153,294,1681,,pure_numeric_comment
P004190,2-24-037-0154,294,169,,pure_numeric_comment
P004191,2-24-037-0155,294,170,,pure_numeric_comment
P004192,2-24-037-0156,295,171,,pure_numeric_comment
P004193,2-24-038-0157,295,172,,pure_numeric_comment
P004194,2-24-038-0158,295,173,,pure_numeric_comment
P004195,2-24-038-0159,295,174,,pure_numeric_comment
P004196,2-24-039-0160,295,175,,pure_numeric_comment
P004197,2-24-039-0161,295,177,,pure_numeric_comment
P004198,2-24-039-0162,295,178,,pure_numeric_comment
P004200,2-24-039-0164,295,216,,pure_numeric_comment
P004202,2-24-039-0166,295,181,,pure_numeric_comment
P004203,2-24-040-0167,295,182,,pure_numeric_comment
P004204,2-24-040-0168,295,183,,pure_numeric_comment
P004207,2-24-040-0171,295,186,,pure_numeric_comment
P004208,2-24-041-0172,295,187,,pure_numeric_comment
P004209,2-24-041-0173,295,188,,pure_numeric_comment
P004210,2-24-041-0174,296,189,,pure_numeric_comment
P004211,2-24-041-0175,296,190,,pure_numeric_comment
P004212,2-24-041-0176,296,191,,pure_numeric_comment
P004213,2-24-042-0177,296,192,,pure_numeric_comment
P004214,2-24-042-0178,296,193,,pure_numeric_comment
P004215,2-24-042-0179,296,194,,pure_numeric_comment
P004216,2-24-042-0180,296,195,,pure_numeric_comment
P004217,2-24-043-0181,296,196,,pure_numeric_comment
P004218,2-24-043-0182,296,197,,pure_numeric_comment
P004219,2-24-044-0183,296,199,,pure_numeric_comment
P004220,2-24-044-0184,296,200,,pure_numeric_comment
P004221,2-24-044-0185,296,201,,pure_numeric_comment
P004222,2-24-044-0186,296,202,,pure_numeric_comment
P004223,2-24-044-0187,296,204,,pure_numeric_comment
P004224,2-24-044-0188,296,203,,pure_numeric_comment
P004225,2-24-044-0189,296,205,,pure_numeric_comment
P004227,2-24-045-0191,296,207,,pure_numeric_comment
P004228,2-24-045-0192,297,208,,pure_numeric_comment
P004229,2-24-045-0193,297,209,,pure_numeric_comment
P004230,2-24-045-0194,297,210,,pure_numeric_comment
P004232,2-24-046-0196,297,212,,pure_numeric_comment
P004233,2-24-046-0197,297,213,,pure_numeric_comment
P004234,2-24-046-0198,297,214,,pure_numeric_comment
P004235,2-24-046-0199,297,215,,pure_numeric_comment
P004236,2-24-046-0200,297,216,,pure_numeric_comment
P004237,2-24-047-0201,297,217,,pure_numeric_comment
P004238,2-24-047-0202,297,218,,pure_numeric_comment
P004239,2-24-048-0203,297,219,,pure_numeric_comment
P004240,2-24-049-0204,297,220,,pure_numeric_comment
P004241,2-24-049-0205,297,221,,pure_numeric_comment
P004242,2-24-049-0206,297,222,,pure_numeric_comment
P004243,2-24-054-0207,297,223,,pure_numeric_comment
P004244,2-24-054-0208,297,224,,pure_numeric_comment
P004245,2-24-054-0209,297,225,,pure_numeric_comment
P004246,2-24-054-0210,297,226,,pure_numeric_comment
P004247,2-24-054-0211,298,227,,pure_numeric_comment
P004248,2-24-054-0212,298,228,,pure_numeric_comment
P004249,2-24-055-0213,298,229,,pure_numeric_comment
P004250,2-24-055-0214,298,230,,pure_numeric_comment
P004251,2-24-055-0215,298,231,,pure_numeric_comment
P004252,2-24-056-0216,298,232,,pure_numeric_comment
P004254,2-24-056-0218,298,1,,pure_numeric_comment
P004255,2-24-056-0219,298,2,,pure_numeric_comment
P004256,2-24-057-0220,298,236,,pure_numeric_comment
P004257,2-24-058-0221,298,237,,pure_numeric_comment
P004258,2-24-058-0222,298,238,,pure_numeric_comment
P004259,2-24-058-0223,298,239,,pure_numeric_comment
P004261,2-24-058-0225,298,241,,pure_numeric_comment
P004262,2-24-058-0226,298,242,,pure_numeric_comment
P004263,2-24-058-0227,298,243,,pure_numeric_comment
P004264,2-24-058-0228,299,244,,pure_numeric_comment
P004265,2-24-059-0229,299,245,,pure_numeric_comment
P004266,2-24-059-0230,299,2,,pure_numeric_comment
P004267,2-24-059-0231,299,247,,pure_numeric_comment
P004268,2-24-059-0232,299,248,,pure_numeric_comment
P004269,2-24-059-0233,299,249,,pure_numeric_comment
P004270,2-24-059-0234,299,250,,pure_numeric_comment
P004271,2-24-059-0235,299,251,,pure_numeric_comment
P004272,2-24-059-0236,299,3,,pure_numeric_comment
P004273,2-24-059-0237,299,253,,pure_numeric_comment
P004274,2-24-059-0238,299,4,,pure_numeric_comment
P004275,2-24-059-0239,299,5,,pure_numeric_comment
P004276,2-24-059-0240,299,6,,pure_numeric_comment
P004278,2-24-060-0242,299,259,,pure_numeric_comment
P004279,2-24-060-0243,299,260,,pure_numeric_comment
P004281,2-24-060-0245,300,262,,pure_numeric_comment
P004282,2-24-060-0246,300,263,,pure_numeric_comment
P004286,2-24-060-0250,300,267,,pure_numeric_comment
P004287,2-24-061-0251,300,268,,pure_numeric_comment
P004288,2-24-061-0252,300,269,,pure_numeric_comment
P004289,2-24-062-0253,300,270,,pure_numeric_comment
P004290,2-24-062-0254,300,271,,pure_numeric_comment
P004292,2-24-062-0256,300,274,,pure_numeric_comment
P004293,2-24-062-0257,300,273,,pure_numeric_comment
P004294,2-24-062-0258,300,275,,pure_numeric_comment
P004295,2-24-062-0259,300,276,,pure_numeric_comment
P004296,2-24-062-0260,300,277,,pure_numeric_comment
P004297,2-24-063-0261,300,278,,pure_numeric_comment
P004298,2-24-063-0262,301,279,,pure_numeric_comment
P004299,2-24-063-0263,301,280,,pure_numeric_comment
P004300,2-24-064-0264,301,281,,pure_numeric_comment
P004301,2-24-064-0265,301,282,,pure_numeric_comment
P004302,2-24-065-0266,301,283,,pure_numeric_comment
P004304,2-24-065-0268,301,285,,pure_numeric_comment
P004305,2-24-065-0269,301,286,,pure_numeric_comment
P004306,2-24-065-0270,301,2,,pure_numeric_comment
P004307,2-24-066-0271,301,288,,pure_numeric_comment
P004308,2-24-066-0272,301,289,,pure_numeric_comment
P004309,2-24-066-0273,301,290,,pure_numeric_comment
P004310,2-24-066-0274,301,291,,pure_numeric_comment
P004311,2-24-066-0275,301,292,,pure_numeric_comment
P004312,2-24-066-0276,301,293,,pure_numeric_comment
P004313,2-24-066-0277,301,294,,pure_numeric_comment
P004314,2-24-066-0278,301,295,,pure_numeric_comment
P004315,2-24-066-0279,302,296,,pure_numeric_comment
P004316,2-24-066-0280,302,297,,pure_numeric_comment
P004317,2-24-066-0281,302,298,,pure_numeric_comment
P004318,2-24-067-0282,302,299,,pure_numeric_comment
P004319,2-24-067-0283,302,300,,pure_numeric_comment
P004324,2-24-068-0288,302,305,,pure_numeric_comment
P004325,2-24-068-0289,302,306,,pure_numeric_comment
P004326,2-24-068-0290,302,307,,pure_numeric_comment
P004328,2-24-068-0292,302,311,,pure_numeric_comment
P004329,2-24-068-0293,302,312,,pure_numeric_comment
P004331,2-24-068-0295,302,313,,pure_numeric_comment
P004332,2-24-068-0296,302,314,,pure_numeric_comment
P004333,2-24-069-0297,302,315,,pure_numeric_comment
P004334,2-24-069-0298,303,316,,pure_numeric_comment
P004335,2-24-069-0299,303,317,,pure_numeric_comment
P004336,2-24-070-0300,303,318,,pure_numeric_comment
P004337,2-24-070-0301,303,319,,pure_numeric_comment
P004338,2-24-070-0302,303,320,,pure_numeric_comment
P004339,2-24-070-0303,303,322,,pure_numeric_comment
P004340,2-24-070-0304,303,1,,pure_numeric_comment
P004341,2-24-070-0305,303,2,,pure_numeric_comment
P004342,2-24-071-0306,303,325,,pure_numeric_comment
P004344,2-24-071-0308,303,327,,pure_numeric_comment
P004345,2-24-071-0309,303,328,,pure_numeric_comment
P004346,2-24-071-0310,303,329,,pure_numeric_comment
P004347,2-24-072-0311,303,330,,pure_numeric_comment
P004349,2-24-073-0313,303,322,,pure_numeric_comment
P004350,2-24-073-0314,304,333,,pure_numeric_comment
P004351,2-24-073-0315,304,334,,pure_numeric_comment
P004355,2-24-073-0319,304,338,,pure_numeric_comment
P004356,2-24-074-0320,304,339,,pure_numeric_comment
P004357,2-24-074-0321,304,340,,pure_numeric_comment
P004358,2-24-074-0322,304,341,,pure_numeric_comment
P004359,2-24-074-0323,304,342,,pure_numeric_comment
P004360,2-24-074-0324,304,343,,pure_numeric_comment
P004362,2-24-074-0326,304,2,,pure_numeric_comment
P004363,2-24-075-0327,304,346,,pure_numeric_comment
P004364,2-24-075-0328,304,347,,pure_numeric_comment
P004365,2-24-075-0329,304,349,,pure_numeric_comment
P004366,2-24-076-0330,305,350,,pure_numeric_comment
P004367,2-24-076-0331,305,351,,pure_numeric_comment
P004368,2-24-077-0332,305,352,,pure_numeric_comment
P004369,2-24-077-0333,305,353,,pure_numeric_comment
P004370,2-24-077-0334,305,354,,pure_numeric_comment
P004371,2-24-077-0335,305,355,,pure_numeric_comment
P004372,2-24-077-0336,305,356,,pure_numeric_comment
P004373,2-24-078-0337,305,357,,pure_numeric_comment
P004374,2-24-078-0338,305,358,,pure_numeric_comment
P004375,2-24-078-0339,305,359,,pure_numeric_comment
P004376,2-24-078-0340,305,1,,pure_numeric_comment
P004377,2-24-078-0341,305,361,,pure_numeric_comment
P004378,2-24-079-0342,305,362,,pure_numeric_comment
P004379,2-24-079-0343,305,363,,pure_numeric_comment
P004382,2-24-079-0346,306,223,,pure_numeric_comment
P004383,2-24-079-0347,306,367,,pure_numeric_comment
P004384,2-24-080-0348,306,368,,pure_numeric_comment
P004385,2-24-080-0349,306,369,,pure_numeric_comment
P004386,2-24-080-0350,306,372,,pure_numeric_comment
P004387,2-24-080-0351,306,373,,pure_numeric_comment
P004388,2-24-080-0352,306,370,,pure_numeric_comment
P004389,2-24-081-0353,306,374,,pure_numeric_comment
P004390,2-24-081-0354,306,375,,pure_numeric_comment
P004392,2-24-081-0356,306,377,,pure_numeric_comment
P004393,2-24-081-0357,306,378,,pure_numeric_comment
P004394,2-24-081-0358,306,379,,pure_numeric_comment
P004396,2-24-082-0360,306,381,,pure_numeric_comment
P004397,2-24-082-0361,306,382,,pure_numeric_comment
P004398,2-24-082-0362,306,387,,pure_numeric_comment
P004399,2-24-083-0363,306,388,,pure_numeric_comment
P004400,2-24-083-0364,307,389,,pure_numeric_comment
P004402,2-24-083-0366,307,391,,pure_numeric_comment
P004403,2-24-083-0367,307,392,,pure_numeric_comment
P004405,2-24-083-0369,307,394,,pure_numeric_comment
P004409,2-24-085-0373,307,398,,pure_numeric_comment
P004410,2-24-085-0374,307,399,,pure_numeric_comment
P004413,2-24-085-0377,307,402,,pure_numeric_comment
P004414,2-24-086-0378,307,403,,pure_numeric_comment
P004415,2-24-086-0379,307,8,,pure_numeric_comment
P004416,2-24-086-0380,308,405,,pure_numeric_comment
P004419,2-24-087-0383,308,406,,pure_numeric_comment
P004420,2-24-087-0384,308,409,,pure_numeric_comment
P004423,2-24-087-0387,308,413,,pure_numeric_comment
P004424,2-24-088-0388,308,414,,pure_numeric_comment
P004425,2-24-088-0389,308,415,,pure_numeric_comment
P004431,2-24-089-0395,308,421,,pure_numeric_comment
P004432,2-24-089-0396,308,422,,pure_numeric_comment
P004437,2-24-090-0401,309,427,,pure_numeric_comment
P004438,2-24-090-0402,309,428,,pure_numeric_comment
P004439,2-24-091-0403,309,429,,pure_numeric_comment
P004440,2-24-091-0404,309,430,,pure_numeric_comment
P004443,2-24-091-0407,309,433,,pure_numeric_comment
P004444,2-24-091-0408,309,434,,pure_numeric_comment
P004446,2-24-092-0410,309,436,,pure_numeric_comment
P004447,2-24-093-0411,309,437,,pure_numeric_comment
P004448,2-24-093-0412,309,438,,pure_numeric_comment
P004450,2-24-094-0414,309,440,,pure_numeric_comment
P004451,2-24-094-0415,309,441,,pure_numeric_comment
P004452,2-24-094-0416,310,442,,pure_numeric_comment
P004453,2-24-094-0417,310,443,,pure_numeric_comment
P004454,2-24-095-0418,310,445,,pure_numeric_comment
P004455,2-24-095-0419,310,446,,pure_numeric_comment
P004456,2-24-095-0420,310,447,,pure_numeric_comment
P004457,2-24-096-0421,310,448,,pure_numeric_comment
P004458,2-24-096-0422,310,236,,pure_numeric_comment
P004460,2-24-096-0424,310,451,,pure_numeric_comment
P004461,2-24-096-0425,310,452,,pure_numeric_comment
P004463,2-24-097-0427,310,454,,pure_numeric_comment
P004465,2-24-098-0429,310,456,,pure_numeric_comment
P004466,2-24-098-0430,310,457,,pure_numeric_comment
P004467,2-24-098-0431,310,459,,pure_numeric_comment
P004468,2-24-098-0432,310,459,,pure_numeric_comment
P004470,2-24-098-0434,311,461,,pure_numeric_comment
P004472,2-24-099-0436,311,463,,pure_numeric_comment
P004473,2-24-100-0437,311,464,,pure_numeric_comment
P004474,2-24-100-0438,311,465,,pure_numeric_comment
P004475,2-24-100-0439,311,466,,pure_numeric_comment
P004477,2-24-100-0441,311,468,,pure_numeric_comment
P004480,2-24-112-0444,311,471,,pure_numeric_comment
P004481,2-24-112-0445,311,472,,pure_numeric_comment
P004482,2-24-112-0446,311,473,,pure_numeric_comment
P004483,2-24-112-0447,311,475,,pure_numeric_comment
P004484,2-24-112-0448,311,1,,pure_numeric_comment
P004485,2-24-113-0449,311,477,,pure_numeric_comment
P004486,2-24-113-0450,311,478,,pure_numeric_comment
P004487,2-24-113-0451,312,479,,pure_numeric_comment
P004488,2-24-113-0452,312,480,,pure_numeric_comment
P004489,2-24-114-0453,312,481,,pure_numeric_comment
P004490,2-24-115-0454,312,482,,pure_numeric_comment
P004492,2-24-116-0456,312,484,,pure_numeric_comment
P004493,2-24-116-0457,312,485,,pure_numeric_comment
P004496,2-24-117-0460,312,488,,pure_numeric_comment
P004497,2-24-117-0461,312,489,,pure_numeric_comment
P004498,2-24-118-0462,312,490,,pure_numeric_comment
P004499,2-24-118-0463,312,491,,pure_numeric_comment
P004500,2-24-118-0464,312,493,,pure_numeric_comment
P004501,2-24-118-0465,312,494,,pure_numeric_comment
P004502,2-24-119-0466,312,495,,pure_numeric_comment
P004503,2-24-119-0467,312,496,,pure_numeric_comment
P004504,2-24-119-0468,312,498,,pure_numeric_comment
P004505,2-24-119-0469,312,499,,pure_numeric_comment
P004506,2-24-120-0470,313,500,,pure_numeric_comment
P004507,2-24-120-0471,313,501,,pure_numeric_comment
P004512,2-24-121-0476,313,506,,pure_numeric_comment
P004513,2-24-121-0477,313,507,,pure_numeric_comment
P004514,2-24-122-0478,313,508,,pure_numeric_comment
P004515,2-24-122-0479,313,509,,pure_numeric_comment
P004518,2-24-124-0482,313,512,,pure_numeric_comment
P004519,2-24-124-0483,313,515,,pure_numeric_comment
P004520,2-24-124-0484,313,513,,pure_numeric_comment
P004522,2-24-125-0486,313,516,,pure_numeric_comment
P004523,2-24-125-0487,313,517,,pure_numeric_comment
P004524,2-24-125-0488,313,518,,pure_numeric_comment
P004525,2-24-125-0489,314,519,,pure_numeric_comment
P004526,2-24-125-0490,314,520,,pure_numeric_comment
P004527,2-24-125-0491,314,521,,pure_numeric_comment
P004528,2-24-126-0492,314,522,,pure_numeric_comment
P004529,2-24-128-0493,314,525,,pure_numeric_comment
P004530,2-24-128-0494,314,526,,pure_numeric_comment
P004533,2-24-129-0497,314,529,,pure_numeric_comment
P004534,2-24-130-0498,314,530,,pure_numeric_comment
P004535,2-24-131-0499,314,531,,pure_numeric_comment
P004536,2-24-132-0500,314,532,,pure_numeric_comment
P004537,2-24-133-0501,314,533,,pure_numeric_comment
P004538,2-24-133-0502,314,534,,pure_numeric_comment
P004539,2-24-133-0503,314,535,,pure_numeric_comment
P004540,2-24-134-0504,314,536,,pure_numeric_comment
P004541,2-24-134-0505,314,537,,pure_numeric_comment
P004542,2-24-134-0506,314,538,,pure_numeric_comment
P004543,2-24-135-0507,314,539,,pure_numeric_comment
P004544,2-24-135-0508,314,540,,pure_numeric_comment
P004545,2-24-136-0509,314,541,,pure_numeric_comment
P004546,2-24-136-0510,315,542,,pure_numeric_comment
P004547,2-24-137-0511,315,543,,pure_numeric_comment
P004548,2-24-138-0512,315,544,,pure_numeric_comment
P004549,2-24-139-0513,315,545,,pure_numeric_comment
P004550,2-24-139-0514,315,546,,pure_numeric_comment
P004551,2-24-139-0515,315,547,,pure_numeric_comment
P004552,2-24-139-0516,315,548,,pure_numeric_comment
P004553,2-24-139-0517,315,549,,pure_numeric_comment
P004555,2-24-139-0519,315,551,,pure_numeric_comment
P004556,2-24-140-0520,315,552,,pure_numeric_comment
P004557,2-24-140-0521,315,553,,pure_numeric_comment
P004558,2-24-140-0522,315,554,,pure_numeric_comment
P004559,2-24-141-0523,315,555,,pure_numeric_comment
P004561,2-24-141-0525,315,557,,pure_numeric_comment
P004562,2-24-142-0526,315,558,,pure_numeric_comment
P004563,2-24-142-0527,315,559,,pure_numeric_comment
P004564,2-24-143-0528,315,560,,pure_numeric_comment
P004565,2-24-143-0529,316,561,,pure_numeric_comment
P004566,2-24-143-0530,316,1,,pure_numeric_comment
P004567,2-24-143-0531,316,564,,pure_numeric_comment
P004570,2-24-144-0534,316,567,,pure_numeric_comment
P004571,2-24-144-0535,316,568,,pure_numeric_comment
P004572,2-24-144-0536,316,569,,pure_numeric_comment
P004573,2-24-144-0537,316,570,,pure_numeric_comment
P004575,2-24-145-0539,316,573,,pure_numeric_comment
P004576,2-24-145-0540,316,574,,pure_numeric_comment
P004577,2-24-145-0541,316,576,,pure_numeric_comment
P004578,2-24-145-0542,316,577,,pure_numeric_comment
P004579,2-24-146-0543,316,578,,pure_numeric_comment
P004580,2-24-146-0544,316,579,,pure_numeric_comment
P004583,2-24-147-0547,317,582,,pure_numeric_comment
P004584,2-24-147-0548,317,583,,pure_numeric_comment
P004585,2-24-149-0549,317,584,,pure_numeric_comment
P004586,2-24-149-0550,317,585,,pure_numeric_comment
P004588,2-24-151-0552,317,586,,pure_numeric_comment
P004589,2-24-151-0553,317,588,,pure_numeric_comment
P004590,2-24-151-0554,317,589,,pure_numeric_comment
P004591,2-24-151-0555,317,590,,pure_numeric_comment
P004592,2-24-152-0556,317,592,,pure_numeric_comment
P004593,2-24-153-0557,317,593,,pure_numeric_comment
P004594,2-24-153-0558,317,594,,pure_numeric_comment
P004595,2-24-153-0559,317,595,,pure_numeric_comment
P004596,2-24-154-0560,317,596,,pure_numeric_comment
P004597,2-24-154-0561,317,597,,pure_numeric_comment
P004598,2-24-154-0562,317,1,,pure_numeric_comment
P004600,2-24-154-0564,317,600,,pure_numeric_comment
P004601,2-24-155-0565,317,601,,pure_numeric_comment
P004602,2-24-155-0566,318,602,,pure_numeric_comment
P004603,2-24-156-0567,318,606,,pure_numeric_comment
P004604,2-24-156-0568,318,607,,pure_numeric_comment
P004605,2-24-157-0569,318,608,,pure_numeric_comment
P004606,2-24-157-0570,318,609,,pure_numeric_comment
P004607,2-24-158-0571,318,610,,pure_numeric_comment
P004608,2-24-158-0572,318,611,,pure_numeric_comment
P004609,2-24-159-0573,318,612,,pure_numeric_comment
P004610,2-24-159-0574,318,613,,pure_numeric_comment
P004612,2-24-161-0576,318,615,,pure_numeric_comment
P004613,2-24-161-0577,318,616,,pure_numeric_comment
P004614,2-24-162-0578,318,617,,pure_numeric_comment
P004615,2-24-162-0579,318,618,,pure_numeric_comment
P004616,2-24-163-0580,318,619,,pure_numeric_comment
P004617,2-24-164-0581,318,620,,pure_numeric_comment
P004618,2-24-164-0582,318,621,,pure_numeric_comment
P004619,2-24-164-0583,318,622,,pure_numeric_comment
P004620,2-24-164-0584,319,623,,pure_numeric_comment
P004621,2-24-165-0585,319,624,,pure_numeric_comment
P004622,2-24-166-0586,319,625,,pure_numeric_comment
P004623,2-24-166-0587,319,626,,pure_numeric_comment
P004627,2-24-167-0591,319,630,,pure_numeric_comment
P004628,2-24-167-0592,319,631,,pure_numeric_comment
P004629,2-24-167-0593,319,632,,pure_numeric_comment
P004631,2-24-167-0595,319,634,,pure_numeric_comment
P004632,2-24-168-0596,319,635,,pure_numeric_comment
P004633,2-24-168-0597,319,636,,pure_numeric_comment
P004634,2-24-168-0598,319,638,,pure_numeric_comment
P004635,2-24-168-0599,319,639,,pure_numeric_comment
P004636,2-24-168-0600,319,640,,pure_numeric_comment
P004637,2-24-169-0601,319,641,,pure_numeric_comment
P004638,2-24-169-0602,319,642,,pure_numeric_comment
P004639,2-24-170-0603,319,643,,pure_numeric_comment
P004640,2-24-170-0604,319,644,,pure_numeric_comment
P004641,2-24-170-0605,320,6451,,pure_numeric_comment
P004642,2-24-170-0606,320,2,,pure_numeric_comment
P004643,2-24-171-0607,320,647,,pure_numeric_comment
P004644,2-24-171-0608,320,648,,pure_numeric_comment
P004646,2-24-172-0610,320,650,,pure_numeric_comment
P004647,2-24-172-0611,320,651,,pure_numeric_comment
P004648,2-24-172-0612,320,652,,pure_numeric_comment
P004649,2-24-172-0613,320,653,,pure_numeric_comment
P004650,2-24-173-0614,320,654,,pure_numeric_comment
P004651,2-24-173-0615,320,655,,pure_numeric_comment
P004652,2-24-173-0616,320,656,,pure_numeric_comment
P004653,2-24-173-0617,320,657,,pure_numeric_comment
P004654,2-24-173-0618,320,3,,pure_numeric_comment
P004655,2-24-173-0619,320,4,,pure_numeric_comment
P004656,2-24-174-0620,320,661,,pure_numeric_comment
P004657,2-24-175-0621,320,662,,pure_numeric_comment
P004658,2-24-175-0622,320,663,,pure_numeric_comment
P004659,2-24-176-0623,321,664,,pure_numeric_comment
P004660,2-24-176-0624,321,665,,pure_numeric_comment
P004663,2-24-176-0627,321,668,,pure_numeric_comment
P004664,2-24-176-0628,321,669,,pure_numeric_comment
P004665,2-24-176-0629,321,670,,pure_numeric_comment
P004666,2-24-176-0630,321,671,,pure_numeric_comment
P004667,2-24-176-0631,321,672,,pure_numeric_comment
P004669,2-24-177-0633,321,2,,pure_numeric_comment
P004670,2-24-177-0634,321,675,,pure_numeric_comment
P004671,2-24-178-0635,321,676,,pure_numeric_comment
P004672,2-24-178-0636,321,677,,pure_numeric_comment
P004673,2-24-179-0637,321,678,,pure_numeric_comment
P004674,2-24-179-0638,321,679,,pure_numeric_comment
P004677,2-24-181-0641,322,682,,pure_numeric_comment
P004678,2-24-181-0642,322,683,,pure_numeric_comment
P004679,2-24-181-0643,322,685,,pure_numeric_comment
P004680,2-24-181-0644,322,686,,pure_numeric_comment
P004681,2-24-181-0645,322,687,,pure_numeric_comment
P004682,2-24-182-0646,322,688,,pure_numeric_comment
P004683,2-24-182-0647,322,689,,pure_numeric_comment
P004684,2-24-182-0648,322,690,,pure_numeric_comment
P004685,2-24-183-0649,322,691,,pure_numeric_comment
P004686,2-24-184-0650,322,692,,pure_numeric_comment
P004687,2-24-184-0651,322,693,,pure_numeric_comment
P004688,2-24-185-0652,322,694,,pure_numeric_comment
P004689,2-24-185-0653,322,695,,pure_numeric_comment
P004690,2-24-186-0654,322,696,,pure_numeric_comment
P004691,2-24-186-0655,322,697,,pure_numeric_comment
