person_id,source_position_id,page_number,district,settlement,allowance_status,arrival_year,age,legal_status_norm,family_status_norm,marriage_status_norm,occupation_norm,comments,notes_raw
P005603,2-26-005-0018,373,Тымовский,Мало-Тымово,TRUE,,7,Дочь поселки,Незаконнорожденная дочь,,,447.2,РГБ № 4398
P005604,2-26-005-0019,373,Тымовский,Мало-Тымово,TRUE,,3,Дочь поселки,Незаконнорожденная дочь,,,20 446.3,РГБ № 5265
P005605,2-26-005-0020,373,Тымовский,Мало-Тымово,TRUE,,1,Сын поселки,Незаконнорожденный сын,,,21 445.4,РГБ № 4911
P005608,2-26-006-0023,373,Тымовский,Мало-Тымово,TRUE,,3,Дочь поселки,Незаконнорожденная дочь,,,24 444,РГБ № 5264
P005609,2-26-006-0024,373,Тымовский,Мало-Тымово,TRUE,,2,Сын поселки,Незаконнорожденный сын,,,25 443,РГБ № 5696
P005610,2-26-007-0025,373,Тымовский,Мало-Тымово,TRUE,,38,Ссыльнокаторжный,Хозяин,Женат на родине,,26,РГБ № 3822
P005624,2-26-013-0039,374,Тымовский,Мало-Тымово,TRUE,,35,Поселенец,Совладелец,Холост,,41,РГБ № 3835
P005637,2-26-016-0052,375,Тымовский,Мало-Тымово,TRUE,,8,Сын поселки,Незаконнорожденный сын,,,54 441,РГБ № 4218
P005650,2-26-019-0065,376,Тымовский,Мало-Тымово,TRUE,,4,Дочь поселенца,Дочь,,,70,РГБ № 5403
P005651,2-26-019-0066,376,Тымовский,Мало-Тымово,TRUE,,1,Дочь поселенца,Дочь,,,71,РГБ № 5571
P005679,2-26-029-0094,378,Тымовский,Мало-Тымово,TRUE,,24,Поселенец,Хозяин,Холост,,106,РГБ № 3815
P005730,2-26-043-0145,381,Тымовский,Мало-Тымово,TRUE,,35,Ссыльнокаторжный,Хозяин,Женат на родине,,157,РГБ № 3901
P005751,2-26-049-0166,382,Тымовский,Мало-Тымово,TRUE,,1,Сын поселки,Незаконнорожденный сын,,,177 479,РГБ № 4909
P005783,2-27-012-0021,384,Тымовский,Андрее-Ивановское,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,1,РГБ № 5530
P005800,2-27-020-0038,385,Тымовский,Андрее-Ивановское,TRUE,,0,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,4,РГБ № 3771
P005820,2-27-030-0058,386,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,7,РГБ № 5729
P005821,2-27-030-0059,386,Тымовский,Андрее-Ивановское,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,8,РГБ № 5529
P005836,2-27-038-0074,387,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь поселки,Незаконнорожденная дочь,,,311,РГБ № 5730
P005849,2-27-045-0087,388,Тымовский,Андрее-Ивановское,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,312,РГБ № 5528а
P005860,2-27-052-0098,388,Тымовский,Андрее-Ивановское,TRUE,,54,Поселенец,Совладелец,Холост,,,РГБ № 3509
P005880,2-27-062-0118,389,Тымовский,Андрее-Ивановское,TRUE,,3,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5291
P005884,2-27-063-0122,390,Тымовский,Андрее-Ивановское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5587
P005892,2-27-067-0130,390,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,313,РГБ № 5731
P005895,2-27-068-0133,390,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 4977
P005898,2-27-069-0136,390,Тымовский,Андрее-Ивановское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5118
P005902,2-27-071-0140,391,Тымовский,Андрее-Ивановское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,,РГБ № 4789
P005919,2-27-086-0157,392,Тымовский,Андрее-Ивановское,TRUE,,3,Сын поселки,Незаконнорожденный сын,,,314,РГБ № 5207
P005928,2-27-089-0166,392,Тымовский,Андрее-Ивановское,TRUE,,5,Сын ссыльнокаторжного,Сын,,,,РГБ № 4010
P005934,2-27-091-0172,392,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,315,РГБ № 4920
P005948,2-27-097-0186,393,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,317,РГБ № 5732
P005958,2-27-101-0196,394,Тымовский,Андрее-Ивановское,TRUE,,3,Дочь поселки,Незаконнорожденная дочь,,,318,РГБ № 5252
P005959,2-27-101-0197,394,Тымовский,Андрее-Ивановское,TRUE,,1,Дочь поселки,Незаконнорожденная дочь,,,319,РГБ № 5528
P005976,2-27-107-0214,395,Тымовский,Андрее-Ивановское,TRUE,,40,Ссыльнокаторжная,Сожительница,,,,РГБ № 3604
P005983,2-27-109-0221,395,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь поселки,Незаконнорожденная дочь,,,323,РГБ № 5733
P005984,2-27-109-0222,395,Тымовский,Андрее-Ивановское,TRUE,,1,Сын поселки,Незаконнорожденный сын,,,324,РГБ № 5510
P005990,2-27-112-0228,395,Тымовский,Андрее-Ивановское,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,325,РГБ № 5689
P005998,2-27-116-0236,396,Тымовский,Андрее-Ивановское,TRUE,,3,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,326,РГБ № 4591
P006001,2-27-118-0239,396,Тымовский,Андрее-Ивановское,TRUE,,3,Сын ссыльнокаторжного,Сын,,,,РГБ № 5102
P006006,2-27-120-0244,396,Тымовский,Андрее-Ивановское,TRUE,,4,Сын ссыльнокаторжного,Сын,,,,РГБ № 4030
P006013,2-27-124-0251,397,Тымовский,Андрее-Ивановское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,,РГБ № 4790
P006019,2-27-128-0257,397,Тымовский,Андрее-Ивановское,TRUE,,51,Поселенец,Совладелец,Женат на родине,,В Рыковском в богадельне,РГБ № 3635
P006036,2-27-139-0274,398,Тымовский,Андрее-Ивановское,TRUE,,3,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,327,РГБ № 5254
P006043,2-27-143-0281,398,Тымовский,Андрее-Ивановское,TRUE,,35,Ссыльнокаторжный,Совладелец,Женат на родине,,,РГБ № 3657
P006054,2-27-148-0292,399,Тымовский,Андрее-Ивановское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,,РГБ № 4791
P006065,2-27-154-0303,400,Тымовский,Андрее-Ивановское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 4087
P006079,2-27-167-0317,400,Тымовский,Андрее-Ивановское,TRUE,,48,Поселенец,Хозяин,Женат на родине,,,РГБ № 3688
P006082,2-27-168-0320,400,Тымовский,Андрее-Ивановское,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,9,РГБ № 5688
P006098,2-27-176-0336,401,Тымовский,Андрее-Ивановское,TRUE,,6,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 3995
P006103,2-27-177-0341,402,Тымовский,Андрее-Ивановское,TRUE,,4,Сын ссыльнокаторжного,Сын,,,,РГБ № 4029
P006107,2-27-179-0345,402,Тымовский,Андрее-Ивановское,TRUE,,5,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 4000
P006108,2-27-179-0346,402,Тымовский,Андрее-Ивановское,TRUE,,2,Сын ссыльнокаторжного,Сын,,,,РГБ № 4622
P006125,2-27-000-0363,403,Тымовский,Андрее-Ивановское,TRUE,,2,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 4976
P006139,3-28-010-0013,413,Корсаковский,Маука,TRUE,,26,Ссыльнокаторжная,Сожительница,,,,РГБ № 6822
P006146,3-28-016-0020,414,Корсаковский,Маука,TRUE,,27,Ссыльнокаторжная,Сожительница,,,,РГБ № 6829
P006148,3-28-017-0022,414,Корсаковский,Маука,TRUE,,23,Ссыльнокаторжная,Сожительница,,,,РГБ № 6831
P006179,3-29-006-0015,415,Корсаковский,Пост Корсаковский,TRUE,,1,Дочь ссыльнокаторжной,Приемная дочь,,,29,РГБ № 5548
P006189,3-29-010-0025,416,Корсаковский,Пост Корсаковский,TRUE,,35,Ссыльнокаторжный,Работник,Холост,,,РГБ № 6928
P006205,3-29-018-0041,417,Корсаковский,Пост Корсаковский,TRUE,,30,Ссыльнокаторжный,Жилец,Холост,Писарь,,РГБ № 6942
P006213,3-29-021-0049,417,Корсаковский,Пост Корсаковский,TRUE,,2,Сын поселенца,Сын,,,,РГБ № 5660
P006214,3-29-021-0050,417,Корсаковский,Пост Корсаковский,TRUE,,40,Ссыльнокаторжный,Жилец,,Маляр,,РГБ № 6949
P006229,3-29-028-0065,418,Корсаковский,Пост Корсаковский,TRUE,,,Ссыльнокаторжный,Хозяин,,Кузнец,,РГБ № 6960
P006231,3-29-029-0067,418,Корсаковский,Пост Корсаковский,TRUE,,37,Унтер-офицер,Сожитель,Холост,,,РГБ № 6962
P006239,3-29-032-0075,419,Корсаковский,Пост Корсаковский,TRUE,,50,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 6968
P006249,3-29-036-0085,419,Корсаковский,Пост Корсаковский,TRUE,,0,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 3766
P006250,3-29-036-0086,419,Корсаковский,Пост Корсаковский,TRUE,,30,Ссыльнокаторжный,Жилец,Холост,,,РГБ № 6978
P006253,3-29-037-0089,420,Корсаковский,Пост Корсаковский,TRUE,,40,Ссыльнокаторжный,Жилец,Женат на родине,Плотник,,РГБ № 6981
P006263,3-29-040-0099,420,Корсаковский,Пост Корсаковский,TRUE,,2,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 4607
P006266,3-29-041-0102,420,Корсаковский,Пост Корсаковский,TRUE,,37,Старший надзиратель,Хозяин,Холост,,,РГБ № 6992
P006274,3-29-042-0110,421,Корсаковский,Пост Корсаковский,TRUE,,3,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5240
P006280,3-29-044-0116,421,Корсаковский,Пост Корсаковский,TRUE,,45,Ссыльнокаторжный,Хозяин,Женат на родине,Столяр,,РГБ № 7000
P006299,3-29-051-0135,422,Корсаковский,Пост Корсаковский,TRUE,,28,Ссыльнокаторжный,Жилец,Холост,Портной,,РГБ № 7017
P006307,3-29-054-0143,423,Корсаковский,Пост Корсаковский,TRUE,,32,Ссыльнокаторжный,Хозяин,,Столяр,,РГБ № 7024
P006308,3-29-055-0144,423,Корсаковский,Пост Корсаковский,TRUE,,,Ссыльнокаторжный,Хозяин,,,,РГБ № 7025
P006309,3-29-056-0145,423,Корсаковский,Пост Корсаковский,TRUE,,,Ссыльнокаторжный,Хозяин,,,,РГБ № 7026
P006336,3-30-016-0024,424,Корсаковский,Поро-ан-Томари,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,124,РГБ № 5718
P006370,3-30-040-0058,426,Корсаковский,Поро-ан-Томари,TRUE,,40,Поселенец,Хозяин,Холост,Писарь,В лазарете,РГБ № 5841
P006377,3-30-045-0065,427,Корсаковский,Поро-ан-Томари,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,123,РГБ № 4873
P006390,3-32-003-0005,428,Корсаковский,Вторая Падь,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,90,РГБ № 5713
P006408,3-33-010-0013,429,Корсаковский,Третья Падь,TRUE,,3,Дочь поселенца,Дочь,,,,РГБ № 5239
P006413,3-33-011-0018,429,Корсаковский,Третья Падь,TRUE,,1,Дочь поселенца,Дочь,,,,РГБ № 5553
P006439,3-34-007-0014,431,Корсаковский,Соловьевка,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,50,РГБ № 5709
P006450,3-34-012-0025,431,Корсаковский,Соловьевка,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,46,РГБ № 4882
P006463,3-34-018-0038,432,Корсаковский,Соловьевка,TRUE,,4,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,42,РГБ № 5708
P006483,3-34-025-0058,433,Корсаковский,Соловьевка,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,35,РГБ № 4885
P006488,3-34-026-0063,433,Корсаковский,Соловьевка,TRUE,,7,Дочь поселенца,Дочь,,,,РГБ № 4392
P006496,3-35-001-0002,434,Корсаковский,Лютога,TRUE,,31,Ссыльнокаторжная,Сожительница,,,,РГБ № 5851
P006499,3-35-002-0005,434,Корсаковский,Лютога,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,3,РГБ № 5670
P006506,3-35-007-0012,434,Корсаковский,Лютога,TRUE,,35,Ссыльнокаторжная,Сожительница,,,,РГБ № 5859
P006510,3-35-010-0016,435,Корсаковский,Лютога,TRUE,,24,Ссыльнокаторжная,Сожительница,,,,РГБ № 5863
P006512,3-35-011-0018,435,Корсаковский,Лютога,TRUE,,26,Ссыльнокаторжная,Сожительница,,,,РГБ № 5865
P006522,3-35-016-0028,435,Корсаковский,Лютога,TRUE,,38,Ссыльнокаторжная,Сожительница,,,,РГБ № 5873
P006527,3-35-021-0033,436,Корсаковский,Лютога,TRUE,,21,Поселка,Хозяйка,,,,РГБ № 5878
P006528,3-35-021-0034,436,Корсаковский,Лютога,TRUE,,1,Дочь поселки,Незаконнорожденная дочь,,,3,РГБ № 5539
P006532,3-35-023-0038,436,Корсаковский,Лютога,TRUE,,26,Ссыльнокаторжная,Сожительница,,,,РГБ № 5882
P006534,3-35-024-0040,436,Корсаковский,Лютога,TRUE,,30,Ссыльнокаторжная,Сожительница,,,,РГБ № 5884
P006536,3-35-025-0042,436,Корсаковский,Лютога,TRUE,,62,Ссыльнокаторжная,Сожительница,,,,РГБ № 5886
P006539,3-35-027-0045,436,Корсаковский,Лютога,TRUE,,33,Ссыльнокаторжная,Сожительница,,,,РГБ № 5888
P006571,3-36-023-0024,438,Корсаковский,Голый Мыс,TRUE,,,Поселенец,,,,,РГБ № 7125
P006600,3-38-004-0004,440,Корсаковский,Лиственичное,TRUE,,53,Поселенец,Хозяин,Холост,,,РГБ № 6473
P006614,3-39-001-0003,441,Корсаковский,Хомутовка,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,87,РГБ № 5712
P006630,3-39-010-0019,441,Корсаковский,Хомутовка,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,85,РГБ № 5543
P006665,3-40-010-0016,443,Корсаковский,Большая Елань,TRUE,,1,Дочь поселки,Незаконнорожденная дочь,,,79,РГБ № 5544
P006674,3-40-017-0025,444,Корсаковский,Большая Елань,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,78,РГБ № 4879
P006713,3-41-011-0024,446,Корсаковский,Владимировка,TRUE,,29,Свободного состояния,Хозяйка,Вдов,,В тюрьме,РГБ № 7045
P006732,3-41-022-0043,447,Корсаковский,Владимировка,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,7,РГБ № 4888
P006774,3-41-044-0085,449,Корсаковский,Владимировка,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,2,РГБ № 4887
P006778,3-41-046-0089,449,Корсаковский,Владимировка,TRUE,,21,Ссыльнокаторжная,Сожительница,,,,РГБ № 7101
P006845,3-42-061-0067,453,Корсаковский,Луговое,TRUE,,25,Поселенец,Хозяин,Холост,,,РГБ № 5959
P006868,3-43-012-0016,454,Корсаковский,Поповские Юрты,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,115,РГБ № 5717
P006872,3-43-015-0020,454,Корсаковский,Поповские Юрты,TRUE,,20,Ссыльнокаторжная,Сожительница,Холост,,,РГБ № 7153
P006891,3-43-031-0039,455,Корсаковский,Поповские Юрты,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,114,РГБ № 4084
P006895,3-43-034-0043,455,Корсаковский,Поповские Юрты,TRUE,,1,Сын поселенца,Сын,,,,РГБ № 4953
P006901,3-43-036-0049,456,Корсаковский,Поповские Юрты,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,113,РГБ № 5100
P006928,3-43-058-0076,457,Корсаковский,Поповские Юрты,TRUE,,60,Поселенец,Хозяин,Женат на родине,Плотник,,РГБ № 6033
P006939,3-43-069-0087,458,Корсаковский,Поповские Юрты,TRUE,,39,Поселенец,Хозяин,Женат на родине,,,РГБ № 6044
P006993,3-44-024-0031,460,Корсаковский,Березники,TRUE,,,Поселенец,Хозяин,,,,РГБ № 6514
P007037,3-44-059-0075,463,Корсаковский,Березники,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,3,РГБ № 4877
P007113,3-44-132-0151,467,Корсаковский,Березники,TRUE,,41,Поселенец,Хозяин,,,,РГБ № 6630
P007134,3-45-007-0013,468,Корсаковский,Кресты,TRUE,,2,Сын ссыльнокаторжного,Незаконнорожденный сын,,,67,РГБ № 5665
P007144,3-45-011-0023,469,Корсаковский,Кресты,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,63,РГБ № 5666
P007154,3-45-016-0033,469,Корсаковский,Кресты,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,61,РГБ № 5546
P007157,3-45-018-0036,469,Корсаковский,Кресты,TRUE,,25,Ссыльнокаторжная,Сожительница,Холост,,,РГБ № 6758
P007158,3-45-018-0037,469,Корсаковский,Кресты,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,59,РГБ № 5667
P007166,3-45-022-0045,470,Корсаковский,Кресты,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,68,РГБ № 4883
P007179,3-45-030-0058,471,Корсаковский,Кресты,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,57,РГБ № 5668
P007182,3-45-031-0061,471,Корсаковский,Кресты,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,56,РГБ № 5710
P007256,3-46-032-0046,475,Корсаковский,Большое Такоэ,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,74,РГБ № 5545
P007261,3-46-036-0051,475,Корсаковский,Большое Такоэ,TRUE,,3,Сын ссыльнокаторжной,Незаконнорожденный сын,,,72,РГБ № 4517
P007262,3-46-036-0052,475,Корсаковский,Большое Такоэ,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,73,РГБ № 5711
P007268,3-46-039-0058,476,Корсаковский,Большое Такоэ,TRUE,,1,Сын поселки,Незаконнорожденный сын,,,70,РГБ № 4880
P007280,3-47-001-0002,476,Корсаковский,Малое Такоэ,TRUE,,25,Ссыльнокаторжная,Сожительница,Вдов,,,РГБ № 6166
P007291,3-47-009-0013,477,Корсаковский,Малое Такоэ,TRUE,,2,Дочь поселки,Незаконнорожденная дочь,,,11,РГБ № 5714
P007294,3-47-010-0016,477,Корсаковский,Малое Такоэ,TRUE,,38,Ссыльнокаторжная,Сожительница,Вдов,,,РГБ № 6172
P007303,3-47-016-0025,478,Корсаковский,Малое Такоэ,TRUE,,43,Ссыльнокаторжная,Сожительница,Женат на родине,,,РГБ № 6185
P007353,3-48-015-0027,481,Корсаковский,Сиянцы,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,103,РГБ № 5669
P007354,3-48-015-0028,481,Корсаковский,Сиянцы,TRUE,,0,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,101,РГБ № 3793
P007355,3-48-015-0029,481,Корсаковский,Сиянцы,TRUE,,0,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,102,РГБ № 3794
P007358,3-48-016-0032,481,Корсаковский,Сиянцы,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,100,РГБ № 4606
P007364,3-48-021-0038,481,Корсаковский,Сиянцы,TRUE,,21,Ссыльнокаторжная,Жена,Женат на Сахалине,,,РГБ № 6134
P007370,3-48-026-0044,482,Корсаковский,Сиянцы,TRUE,,40,Ссыльнокаторжная,Сожительница,,,,РГБ № 6140
P007374,3-48-028-0048,482,Корсаковский,Сиянцы,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,99,РГБ № 4874
P007389,3-48-038-0063,483,Корсаковский,Сиянцы,TRUE,,2,Дочь поселки,Незаконнорожденная дочь,,,98,РГБ № 5715
P007400,3-49-001-0003,483,Корсаковский,Дубки,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,111,РГБ № 5671
P007404,3-49-002-0007,483,Корсаковский,Дубки,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,109,РГБ № 4605
P007424,3-49-019-0027,484,Корсаковский,Дубки,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,108,РГБ № 5540
P007442,3-50-003-0004,485,Корсаковский,Сиска,TRUE,,40,Ссыльнокаторжная,Сожительница,,,,РГБ № 6806
